CATEGORIA	NOMBRE_LIBRO	UM	VU_LIBRO	MATCH_IDU	UM_IDU	VU_IDU	RATIO	PUNTAJE	BANDERA
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 27" Hex (3,5-4,5)m	ML	2646417.78680569					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 27" Hex (4,5-5,5)m	ML	3129461.20235036					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 27" Hex (5,5-6,5)m	ML	3612504.61789502					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 27" Hex (6,5-7,5)m	ML	4095548.03343969					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 27" Hex (7,5-8,5)m	ML	4578591.44898436					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 27" Hex (8,5-9,5)m	ML	5061634.86452902					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 27" Hex (9,5-10,5)m	ML	5544678.28007369					0.4	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 30" Hex (0-1,5)m	ML	1324487.41380429					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 30" Hex (1,5-2,5)m	ML	1575384.62228247					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 30" Hex (2,5-3,5)m	ML	1975755.23315465					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 30" Hex (3,5-4,5)m	ML	2951336.24201693					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 30" Hex (4,5-5,5)m	ML	3471852.37909955					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 30" Hex (5,5-6,5)m	ML	3992368.51618217					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 30" Hex (6,5-7,5)m	ML	4512884.65326479					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 30" Hex (7,5-8,5)m	ML	5033400.79034741					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 30" Hex (8,5-9,5)m	ML	5553916.92743003					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 30" Hex (9,5-10,5)m	ML	6074433.06451265					0.4	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 33" Hex (0-1,5)m	ML	1612898.45421934					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 33" Hex (1,5-2,5)m	ML	1856829.25190397					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 33" Hex (2,5-3,5)m	ML	2264913.66927861					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 33" Hex (3,5-4,5)m	ML	3247989.22244848					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 33" Hex (4,5-5,5)m	ML	3775999.9038387					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 33" Hex (5,5-6,5)m	ML	4304010.58522891					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 33" Hex (6,5-7,5)m	ML	4832021.26661912					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 33" Hex (7,5-8,5)m	ML	5360031.94800933					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 33" Hex (8,5-9,5)m	ML	5888042.62939955					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 33" Hex (9,5-10,5)m	ML	6416053.31078976					0.4	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 36" Hex (0-1,5)m	ML	2066246.42634462					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 36" Hex (1,5-2,5)m	ML	2306765.22971814					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 36" Hex (2,5-3,5)m	ML	2730057.99790284					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 36" Hex (3,5-4,5)m	ML	3728122.6396879					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 36" Hex (4,5-5,5)m	ML	4271122.40969329					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 36" Hex (5,5-6,5)m	ML	4814122.17969869					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 36" Hex (6,5-7,5)m	ML	5357121.94970408					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 36" Hex (7,5-8,5)m	ML	5900121.71970947					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 36" Hex (8,5-9,5)m	ML	6443121.48971487					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 36" Hex (9,5-10,5)m	ML	6986121.25972026					0.4	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 39" Hex (0-1,5)m	ML	2601505.49474635					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 39" Hex (1,5-2,5)m	ML	2837333.18029805					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 39" Hex (2,5-3,5)m	ML	3275834.29929281					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 39" Hex (3,5-4,5)m	ML	4288888.02969304					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 39" Hex (4,5-5,5)m	ML	4846876.88831362					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 39" Hex (5,5-6,5)m	ML	5404865.7469342					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 39" Hex (6,5-7,5)m	ML	5962854.60555477					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 39" Hex (7,5-8,5)m	ML	6520843.46417535					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 39" Hex (8,5-9,5)m	ML	7078832.32279592					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 39" Hex (9,5-10,5)m	ML	7636821.1814165					0.4	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 42" Hex (0-1,5)m	ML	2971276.01263524					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 42" Hex (1,5-2,5)m	ML	3197231.82890456					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 42" Hex (2,5-3,5)m	ML	3643446.75440178					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 42" Hex (3,5-4,5)m	ML	4663995.02910961					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 42" Hex (4,5-5,5)m	ML	5229478.43203778					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 42" Hex (5,5-6,5)m	ML	5794961.83496594					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 42" Hex (6,5-7,5)m	ML	6360445.23789411					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 42" Hex (7,5-8,5)m	ML	6925928.64082228					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 42" Hex (8,5-9,5)m	ML	7491412.04375044					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVAFORT 42" Hex (9,5-10,5)m	ML	8056895.44667861					0.4	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 45" Hex (0-1,5)m	ML	3413682.07979392					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 45" Hex (1,5-2,5)m	ML	3632621.5092308					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 45" Hex (2,5-3,5)m	ML	4094044.78553809					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 45" Hex (3,5-4,5)m	ML	5129582.1488611					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 45" Hex (4,5-5,5)m	ML	5710054.64040445					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 45" Hex (5,5-6,5)m	ML	6290527.13194779					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 45" Hex (6,5-7,5)m	ML	6870999.62349114					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 45" Hex (7,5-8,5)m	ML	7451472.11503449					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 45" Hex (8,5-9,5)m	ML	8031944.60657784					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 45" Hex (9,5-10,5)m	ML	8612417.09812119					0.4	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 48" Hex (0-1,5)m	ML	3978500.94596363					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 48" Hex (1,5-2,5)m	ML	4185709.1931292					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 48" Hex (2,5-3,5)m	ML	4654846.27593895					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 48" Hex (3,5-4,5)m	ML	5697878.18356955					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 48" Hex (4,5-5,5)m	ML	6285845.21942049					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 48" Hex (5,5-6,5)m	ML	6873812.25527143					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 48" Hex (6,5-7,5)m	ML	7461779.29112237					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 48" Hex (7,5-8,5)m	ML	8049746.32697331					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 48" Hex (8,5-9,5)m	ML	8637713.36282425					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 48" Hex (9,5-10,5)m	ML	9225680.39867519					0.4	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 51" Hex (0-1,5)m	ML	4614555.03942522					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 51" Hex (1,5-2,5)m	ML	4833614.25144002					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 51" Hex (2,5-3,5)m	ML	5328858.77904238					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 51" Hex (3,5-4,5)m	ML	6409363.40821093					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 51" Hex (4,5-5,5)m	ML	7034803.16559983					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 51" Hex (5,5-6,5)m	ML	7660242.92298872					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 51" Hex (6,5-7,5)m	ML	8285682.68037762					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 51" Hex (7,5-8,5)m	ML	8911122.43776651					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 51" Hex (8,5-9,5)m	ML	9536562.19515541					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 51" Hex (9,5-10,5)m	ML	10162001.9525443					0.4	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 54" Hex (0-1,5)m	ML	4842742.31880574					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 54" Hex (1,5-2,5)m	ML	5064200.31811084					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 54" Hex (2,5-3,5)m	ML	5550470.43563261					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 54" Hex (3,5-4,5)m	ML	6638469.60910876					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 54" Hex (4,5-5,5)m	ML	7271403.91080524					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 54" Hex (5,5-6,5)m	ML	7904338.21250173					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 54" Hex (6,5-7,5)m	ML	8537272.51419821					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 54" Hex (7,5-8,5)m	ML	9170206.8158947					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 54" Hex (8,5-9,5)m	ML	9803141.11759119					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 54" Hex (9,5-10,5)m	ML	10436075.4192877					0.4	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 57" Hex (0-1,5)m	ML	5058626.14323046					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 57" Hex (1,5-2,5)m	ML	5284881.71711616					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 57" Hex (2,5-3,5)m	ML	5769196.75198126					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 57" Hex (3,5-4,5)m	ML	6872185.01407259					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 57" Hex (4,5-5,5)m	ML	7520108.40438426					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 57" Hex (5,5-6,5)m	ML	8168031.79469593					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 57" Hex (6,5-7,5)m	ML	8815955.18500759					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 57" Hex (7,5-8,5)m	ML	9463878.57531926					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 57" Hex (8,5-9,5)m	ML	10111801.9656309					0.29	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 57" Hex (9,5-10,5)m	ML	10759725.3559426					0.4	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 60" Hex (0-1,5)m	ML	5645428.21781822					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 60" Hex (1,5-2,5)m	ML	5874082.57899422					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 60" Hex (2,5-3,5)m	ML	6347563.89078979					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 60" Hex (3,5-4,5)m	ML	7458046.69718871					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 60" Hex (4,5-5,5)m	ML	8113464.63180797					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 60" Hex (5,5-6,5)m	ML	8768882.56642723					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 60" Hex (6,5-7,5)m	ML	9424300.50104648					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 60" Hex (7,5-8,5)m	ML	10079718.4356657					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 60" Hex (8,5-9,5)m	ML	10735136.370285					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO PVC	Tubería NOVALOC 60" Hex (9,5-10,5)m	ML	11390554.3049043					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CSR 8"	ML	127982					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CSR 10"	ML	114754.176010462					0.5	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CSR 12"	ML	301911					0.5	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CSR 14"	ML	194435.985029737					0.5	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CSR 16"	ML	252987.414364138					0.5	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CSR 18"	ML	315153					0.36	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CSR 20"	ML	403869					0.36	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CSR 24"	ML	817846					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CER 8"	ML	127982					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CER 10"	ML	280316					0.5	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CER 12"	ML	301911					0.5	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CER 14"	ML	435500					0.5	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CER 16"	ML	679962					0.5	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CER 18"	ML	315153					0.36	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CER 20"	ML	403869					0.36	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 24"	ML	817846					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 27"	ML	991864					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 32"	ML	1203427					0.44	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 36"	ML	1512469					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 40"	ML	1874457					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 44"	ML	2121420					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 48"	ML	2515311					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 52"	ML	2826050					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 56"	ML	3199492					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 60"	ML	3580389					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 64"	ML	4007114					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 68"	ML	4483069					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 72"	ML	5014211					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 80"	ML	6210364					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 86"	ML	6969979					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 92"	ML	7803527					0.4	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 98"	ML	8836590.46285849					0.33	sin referencia
SUMINISTRO RED DE ALCANTARILLADO CONCRETO	Tubería CCR 110"	ML	10903664.129404					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CSR 12" Hex (0-1,5)m	ML	444526.101805857					0.44	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CSR 14" Hex (0-1,5)m	ML	504201.880007714					0.44	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CSR 14" Hex (1,5-2,5)m	ML	734010.932896524					0.44	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CSR 16" Hex (1,5-2,5)m	ML	843609.991691312					0.44	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CSR 18" Hex (1,5-2,5)m	ML	939821.906093562					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CSR 20" Hex (1,5-2,5)m	ML	1017768.3070634					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CSR 24" Hex (1,5-2,5)m	ML	1211363.69728101					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CER 12" Hex (0-1,5)m	ML	657981.516511453					0.44	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CER 18" Hex (0-1,5)m	ML	978705.464965887					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CCR 24" Hex (0-1,5)m	ML	1039466.32603461					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CCR 24" Hex (1,5-2,5)m	ML	1280041.68656757					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CCR 27" Hex (1,5-2,5)m	ML	1505351.72637951					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CCR 30" Hex (0-1,5)m	ML	1529301.90705095					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CCR 30" Hex (3,5-4,5)m	ML	3164945.93430461					0.33	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CCR 36" Hex (1,5-2,5)m	ML	2052222.18055123					0.36	sin referencia
SUMINISTRO E INSTALACIÓN RED DE ALCANTARILLADO CONCRETO	Tubería CCR 40" Hex (1,5-2,5)m	ML	2391250.96204317					0.36	sin referencia
RED DE MEDIA TENSIÓN	Suministro e instalación Caja de paso en mamposteria según norma CS-276	UN	5742982.28551125	CAJA METÁLICA DE PASO 30CMX30CMX10CM (INCLUYE SUMINISTRO E INSTALACIÓN)	UN	116024	49.5	0.57	caro frente a IDU
RED DE MEDIA TENSIÓN	Suministro e instalación Celda RMU 1 (Entrada: 1 - Salidas: 6). Incluye obra civil	UN	177901953.981893					0.33	sin referencia
RED DE MEDIA TENSIÓN	Suministro e instalación Celda RMU 2 (Entrada: 1 - Salidas: 5). Incluye obra civil	UN	154941033.695121					0.33	sin referencia
RED DE MEDIA TENSIÓN	Suministro e instalación Celda RMU 3 (Entrada: 2 - Salidas: 5). Incluye obra civil	UN	154941033.695121					0.33	sin referencia
RED DE MEDIA TENSIÓN	Suministro e instalación de tubería 9Ф6" TDP (Incluye excavación, retiro de escombros y relleno)	ML	916963.345634154					0.53	sin referencia
RED DE MEDIA TENSIÓN	Suministro e instalación de estructura para poste de MT LA-220	UN	9683376.77434195					0.46	sin referencia
RED DE MEDIA TENSIÓN	Suministro e instalacion de bajante galvanizada de 4"x6m	UN	2783830.12522101	BAJANTE GALVANIZADA TIPO PESADO CONDUIT L=6M, Ø=2". (SUMINISTRO E INSTALACIÓN)	UN	408803	6.81	0.67	caro frente a IDU
RED DE MEDIA TENSIÓN	Suministro e instalación de terminales premoldeados 35 kV Tipo exterior (Juegox3)	JG	2282192.48234975					0	sin referencia
RED DE MEDIA TENSIÓN	Suministro e instalación de codo premoldeado de (200-600)A	UN	3121324.974765					0.55	sin referencia
