124	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > CICLORRUTA > Granulares	Geotextil tejido 2100	M2
127	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Descapote y nivelación subrasante	Compactación de subrasante (Incluye nivelación)	M2
128	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Descapote y nivelación subrasante	Descapote mecánico de material vegetal (Incluye cargue y retiro externo)	M2
130	NO	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Suministro	Suministro pieza remate A-105 para rampa	UN
131	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Suministro	Sardinel prefabricado A-10	UN
132	NO	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Suministro	Suministro sardinel alto A-86 para rampas	UN
133	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Suministro	Suministro sardinel bajo A-85 para rampa	UN
134	NO	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Suministro	Suministro sardinel especial A-100 para rampa	UN
135	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Suministro	Bordillo prefabricado A-80	UN
136	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Suministro	Adoquín gris 10x20x6	UN
137	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Suministro	Loseta lisa 20x20x6	UN
138	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Suministro	Loseta toperol 20x20x6	UN
139	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Suministro	Loseta guía 20x20x6	UN
140	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Suministro	Transporte de prefabricados	KG
141	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Suministro	Arena de nivelación	M3
143	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Instalación	M.O. instalación de adoquín y tabletas	M2
144	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Instalación	M.O. instalación de bordillo prefabricado	ML
145	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Instalación	M.O. instalación de sardinel prefabricado	ML
146	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Instalación	M.O. instalación de loseta guía y toperol	ML
147	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Instalación	M.O. localización y replanteo	M2
148	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Instalación	M.O. nivelación con arena	M2
149	NO	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Instalación	M.O. instalación pieza remate A-105	UN
151	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Excavaciones y rellenos	Excavación mecánica en material común (Incluye cargue, transporte y disposición externa)	M3
152	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Excavaciones y rellenos	Suministro y colocación de recebo B-200	M3
154	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Granulares	Subbase granular SBG	M3
155	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Granulares	Geotextil tejido 2100	M2
157	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA VEHICULAR > Mobiliario	Suministro e instalación de bolardo alto en hierro Tipo M-63	UN
160	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Descapote y nivelación subrasante	Compactación de subrasante (Incluye nivelación)	M2
161	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Descapote y nivelación subrasante	Descapote mecánico de material vegetal (Incluye cargue y retiro externo)	M2
163	NO	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Suministro	Suministro sardinel alto A-86 para rampas	ML
164	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Suministro	Suministro sardinel bajo A-85 para rampa	UN
165	NO	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Suministro	Suministro sardinel especial A-100 para rampa	UN
166	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Suministro	Suministro y construcción de remate de rampa en concreto fundido en sitio	M2
167	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Suministro	Adoquín gris 10x20x6	UN
168	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Suministro	Loseta toperol 20x20x6	UN
169	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Suministro	Loseta guía 20x20x6	UN
170	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Suministro	Bordillo prefabricado A-80	UN
171	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Suministro	Transporte de prefabricados	KG
172	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Suministro	Arena de nivelación	M3
173	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Suministro	Loseta lisa 20x20x6	UN
175	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Instalación	M.O. localización y replanteo	M2
176	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Instalación	M.O. instalación de adoquín y tabletas	M2
177	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Instalación	M.O. nivelación con arena	M2
178	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Instalación	M.O. instalación de bordillo prefabricado	ML
179	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Instalación	M.O. instalación de loseta guía y toperol	ML
180	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Instalación	M.O. instalación de sardinel prefabricado	ML
182	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Excavaciones y rellenos	Excavación mecánica en material común (Incluye cargue, transporte y disposición externa)	M3
183	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Excavaciones y rellenos	Suministro y colocación de recebo B-200	M3
185	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Granulares	Subbase granular SBG	M3
186	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Granulares	Geotextil tejido 2100	M2
188	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > RAMPA PEATONAL > Mobiliario	Suministro e instalación de bolardo alto en hierro Tipo M-63	UN
191	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Descapote y nivelación subrasante	Compactación de subrasante (Incluye nivelación)	M2
192	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Descapote y nivelación subrasante	Descapote mecánico de material vegetal (Incluye cargue y retiro externo)	M2
194	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Suministro	Adoquín gris 10x20x6	UN
195	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Suministro	Bordillo prefabricado A-80	UN
196	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Suministro	Transporte de prefabricados	KG
197	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Suministro	Arena de nivelación	M3
199	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Instalación	M.O. localización y replanteo	M2
200	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Instalación	M.O. instalación de adoquín y tabletas	M2
201	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Instalación	M.O. nivelación con arena	M2
202	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Instalación	M.O. instalación de bordillo prefabricado	ML
204	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Excavaciones y rellenos	Excavación mecánica en material común (Incluye cargue, transporte y disposición externa)	M3
205	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Excavaciones y rellenos	Suministro y colocación de recebo B-200	M3
207	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Granulares	Subbase granular SBG	M3
208	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > PASO PEATONAL SEGURO > Granulares	Geotextil tejido 2100	M2
211	SI	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > ZONA VERDE > Empradización	Empradización y conformación	M2
212	NO	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > ZONA VERDE > Empradización	Localizacion y replanteo	M2
213	NO	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > ZONA VERDE > Empradización	Relleno Manual Tierra Negra X 30CM	M3
214	NO	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > ZONA VERDE > Empradización	Coberturas Zonas Verdes	M2
216	NO	ACTIVIDADES POR EJECUTAR > PERFILES VIALES (VIAS-ANDENES) > ZONA VERDE > Arborización	Suministro e instalación de árbol	UN
