TOTAL POR EJECUTAR al empezar = 0

1) precios duplicados eliminados: 722
   f616 (dup de f416)  0  SUMINISTRO Y APLICACIÓN DE PINTURA VIAL UM
   f618 (dup de f6)  0  M2 UM
   f619 (dup de f491)  0  27799.7722976816 UM
   f620 (dup de f416)  0  SUMINISTRO Y APLICACIÓN DE PINTURA VIAL UM
   f622 (dup de f6)  0  M2 UM
   f623 (dup de f483)  0  73290.3087847969 UM
   f624 (dup de f416)  0  SUMINISTRO Y APLICACIÓN DE PINTURA VIAL UM
   f626 (dup de f6)  0  M2 UM
   f627 (dup de f491)  0  27799.7722976816 UM
   f628 (dup de f416)  0  SUMINISTRO Y APLICACIÓN DE PINTURA VIAL UM
   f630 (dup de f6)  0  M2 UM
   f631 (dup de f483)  0  73290.3087847969 UM
   f632 (dup de f416)  0  SUMINISTRO Y APLICACIÓN DE PINTURA VIAL UM
   f634 (dup de f6)  0  M2 UM
   f635 (dup de f491)  0  27799.7722976816 UM
   f636 (dup de f416)  0  SUMINISTRO Y APLICACIÓN DE PINTURA VIAL UM
   f638 (dup de f6)  0  M2 UM
   f639 (dup de f483)  0  73290.3087847969 UM
   f640 (dup de f416)  0  SUMINISTRO Y APLICACIÓN DE PINTURA VIAL UM
   f642 (dup de f6)  0  M2 UM
   f643 (dup de f491)  0  27799.7722976816 UM
   f644 (dup de f416)  0  SUMINISTRO Y APLICACIÓN DE PINTURA VIAL UM
   f646 (dup de f6)  0  M2 UM
   f647 (dup de f483)  0  73290.3087847969 UM
   f648 (dup de f416)  0  SUMINISTRO Y APLICACIÓN DE PINTURA VIAL UM
   f650 (dup de f6)  0  M2 UM
   f651 (dup de f491)  0  27799.7722976816 UM
   f652 (dup de f416)  0  SUMINISTRO Y APLICACIÓN DE PINTURA VIAL UM
   f654 (dup de f6)  0  M2 UM
   f655 (dup de f483)  0  73290.3087847969 UM
   f658 (dup de f18)  0  ML UM
   f660 (dup de f656)  0  SUMINISTRO Y APLICACIÓN DE PINTURA PARA CICLOCARRIL UM
   f662 (dup de f18)  0  ML UM
   f663 (dup de f659)  0  2176.24480108113 UM
   f664 (dup de f656)  0  SUMINISTRO Y APLICACIÓN DE PINTURA PARA CICLOCARRIL UM
   f666 (dup de f18)  0  ML UM
   f668 (dup de f656)  0  SUMINISTRO Y APLICACIÓN DE PINTURA PARA CICLOCARRIL UM
   f670 (dup de f18)  0  ML UM
   f671 (dup de f667)  0  725.414933693712 UM
   f672 (dup de f656)  0  SUMINISTRO Y APLICACIÓN DE PINTURA PARA CICLOCARRIL UM
   f674 (dup de f6)  0  M2 UM
   f675 (dup de f491)  0  27799.7722976816 UM
   f676 (dup de f656)  0  SUMINISTRO Y APLICACIÓN DE PINTURA PARA CICLOCARRIL UM
   f678 (dup de f6)  0  M2 UM
   f679 (dup de f491)  0  27799.7722976816 UM
   f680 (dup de f656)  0  SUMINISTRO Y APLICACIÓN DE PINTURA PARA CICLOCARRIL UM
