NIVEL1	NIVEL2	NIVEL3	NIVEL4	NIVEL5	ETAPA	SUBETAPA	EJECUTADO	DESEMBOLSADO	VR_TOTAL_ANT_BD	ACTA	CLASIFICACION	TERCERO	NIT	DESCRIPCION_ACTA	FECHA	ANO_ACTA	ESTADO	EJECUTADO_POR	NOTA
1 EJECUTADO	2. PRESUPUESTO COINVER	1. URBANISMO	1370	COINVER S.A	GENERAL	GENERAL	4000000000	4000000000	0	1370	Urbanismo Coinver	COINVER S.A	860072901	Desembolso N° 20 para construcción de urbanismo Ciudadela Colsubsidio Maipore	45352	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	1. URBANISMO	1403	COINVER S.A	GENERAL	GENERAL	2500000000	2500000000	2500000000	1403	Urbanismo Coinver	COINVER S.A	860072901	Construcción de urbanismo Etapas 1,2,3,4 y 7 de la Urbanización Ciudadela Colsubsidio Maipore	44409	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	1. URBANISMO	1403	COINVER S.A	GENERAL	GENERAL	2000000000	2000000000	2000000000	1403	Urbanismo Coinver	COINVER S.A	860072901	Construcción de urbanismo Etapas 1,2,3,4 y 7 de la Urbanización Ciudadela Colsubsidio Maipore. Doc 2900879630	44440	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	1. URBANISMO	1403	COINVER S.A	GENERAL	GENERAL	3000000000	3000000000	3000000000	1403	Urbanismo Coinver	COINVER S.A	860072901	Treceavo pago de Fovis Urbanismo Maipore	44501	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	1. URBANISMO	1403	COINVER S.A	GENERAL	GENERAL	3500000000	3500000000	3500000000	1403	Urbanismo Coinver	COINVER S.A	860072901	Catorceavo desemboso Fovis	44713	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	1. URBANISMO	1403	COINVER S.A	GENERAL	GENERAL	5000000000	5000000000	5000000000	1403	Urbanismo Coinver	COINVER S.A	860072901	16° pagos fovis - urbanismo maipore - soacha	44835	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	1. URBANISMO	1423	COINVER S.A	GENERAL	GENERAL	6500000000	6500000000	6500000000	1423	Urbanismo Coinver	COINVER S.A	860072901	Construcción del urbanismo en las etapas 1,2,3,4	44896	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	1. URBANISMO	1423	COINVER S.A	GENERAL	GENERAL	5000000000	5000000000	5000000000	1423	Urbanismo Coinver	COINVER S.A	860072901	Construcción del urbanismo en las etapas 1,2,3,4	45200	2023			
1 EJECUTADO	2. PRESUPUESTO COINVER	1. URBANISMO	1440	COINVER S.A	GENERAL	GENERAL	6000000000	6000000000	0	1440	Urbanismo Coinver	COINVER S.A	860072901	Desembolso numero 22 según flujo de caja proyectado para la construcción del urbanismo en las etapas 1, 2, 3, 4 y 7 de la urbanización Ciudadela Colsubsidio Maiporé ubicada en el Municipio de Soacha - Cundinamarca.	45474	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	1. URBANISMO	1440	COINVER S.A	GENERAL	GENERAL	3000000000	3000000000	0	1440	Urbanismo Coinver	COINVER S.A	860072901	Desembolso numero 23 según flujo de caja proyectado para la construcción del urbanismo en las etapas 1, 2, 3, 4 y 7 de la urbanización Ciudadela Colsubsidio Maiporé ubicada en el Municipio de Soacha - Cundinamarca.	45505	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	1. URBANISMO	1440	COINVER S.A	GENERAL	GENERAL	1266378000	0	0	1440	Urbanismo Coinver	COINVER S.A	860072901	Construcción del urbanismo Etp 1.2.3.4 y 7 Ciudadela Colsubsidio Maipore.	46113	2026			Pago del archivo de actas jul/2026 que no esta en la BD de Lugel: sin desembolso registrado
1 EJECUTADO	2. PRESUPUESTO COINVER	2. RED MATRIZ	1400	COINVER S.A	GENERAL	GENERAL	3575000000	3575000000	3575000000	1400	Urbanismo Coinver red 24	COINVER S.A	860072901	Construcción de Red matriz 24"	44105	2020			
1 EJECUTADO	2. PRESUPUESTO COINVER	2. RED MATRIZ	1400	COINVER S.A	GENERAL	GENERAL	1500000000	1500000000	1500000000	1400	Urbanismo Coinver red 24	COINVER S.A	860072901	Construcción de Red matriz 24"	44287	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	2. RED MATRIZ	1400	COINVER S.A	GENERAL	GENERAL	2000000000	2000000000	2000000000	1400	Urbanismo Coinver red 24	COINVER S.A	860072901	Construcción de Red matriz 24"	44713	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	3. PTAR	1400	COINVER S.A	GENERAL	GENERAL	1100000000	1100000000	1100000000	1400	Urbanismo Coinver ptar	COINVER S.A	860072901	Construcción de la ampliación PTAR	44105	2020			
1 EJECUTADO	2. PRESUPUESTO COINVER	3. PTAR	1400	COINVER S.A	GENERAL	GENERAL	899983000	899983000	899983000	1400	Urbanismo Coinver ptar	COINVER S.A	860072901	Construcción de la ampliación PTAR	44287	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1359	COINVER S.A	GENERAL	GENERAL	86683878	86683878	86683878	1359	Admin delegada Coinver	COINVER S.A	860072901	Honorarios consultoria y gastos reembolsables	43770	2019			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1370	COINVER S.A	GENERAL	GENERAL	82714878	82714878	82714878	1370	Urbanismo Coinver	COINVER S.A	860072901	Honorarios de consultoria	44044	2020			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1370	COINVER S.A	GENERAL	GENERAL	78922112	78922112	78922112	1370	Admin delegada Coinver	COINVER S.A	860072901	Honorarios y reembolsables	44105	2020			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1370	COINVER S.A	GENERAL	GENERAL	57398409	57398409	57398409	1370	Admin delegada Coinver	COINVER S.A	860072901	Honorarios y reembolsables	44105	2020			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1370	COINVER S.A	GENERAL	GENERAL	82926207	82926207	82926207	1370	Admin delegada Coinver	COINVER S.A	860072901	Honorarios y reembolsables	44105	2020			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1370	COINVER S.A	GENERAL	GENERAL	72787353	72787353	72787353	1370	Admin delegada Coinver	COINVER S.A	860072901	Honorarios y reembolsables	44166	2020			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1370	COINVER S.A	GENERAL	GENERAL	121447281	121447281	121447281	1370	Admin delegada Coinver	COINVER S.A	860072901	Honorarios y reembolsables	44228	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1370	COINVER S.A	GENERAL	GENERAL	86674950	86674950	86674950	1370	Admin delegada Coinver	COINVER S.A	860072901	Honorarios y reembolsables	44228	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1370	COINVER S.A	GENERAL	GENERAL	182771798	182771798	182771798	1370	Admin delegada Coinver	COINVER S.A	860072901	Honorarios y Reembolsables	44228	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1370	COINVER S.A	GENERAL	GENERAL	106236434	106236434	106236434	1370	Admin delegada Coinver	COINVER S.A	860072901	Honorarios y reembolsables	44256	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1370	COINVER S.A	GENERAL	GENERAL	104300928	104300928	104300928	1370	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 2 - Administración Delegada Para La Construcción Del Urbanismo En Las Etapas 1 2 3 4 5 Y 7; Construcción De La Planta De Tratamiento Fase Ii Y Red De 24" Acueducto De La Ciudadela Colsubsidio Maipore Soacha.	44317	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	86632480	86632480	86632480	1403	Admin delegada Coinver	COINVER S.A	860072901	Administracion Delegada Para La Construccion Del Urbanismo En Las Etapas 1 2 3 4 5 Y 7; Construccion De La Planta De Tratamiento Fase Ii Y Red De 24" Acueducto De La Ciudadela Colsubsidio Maipore Soacha.	44348	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	89970868	89970868	89970868	1403	Admin delegada Coinver	COINVER S.A	860072901	Administracion Delegada Para La Construccion Del Urbanismo En Las Etapas 1 2 3 4 5 Y 7; Construccion De La Planta De Tratamiento Fase Ii Y Red De 24" Acueducto De La Ciudadela Colsubsidio Maipore Soacha.	44348	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	2367755	2367755	2367755	1403	Admin delegada Coinver	COINVER S.A	860072901	Administracion Delegada Para La Construccion Del Urbanismo En Las Etapas 1 2 3 4 5 Y 7; Construccion De La Planta De Tratamiento Fase Ii Y Red De 24" Acueducto De La Ciudadela Colsubsidio Maipore Soacha.	44378	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	75965254	75965254	75965254	1403	Admin delegada Coinver	COINVER S.A	860072901	Administracion Delegada Para La Construccion Del Urbanismo En Las Etapas 1 2 3 4 5 Y 7; Construccion De La Planta De Tratamiento Fase Ii Y Red De 24" Acueducto De La Ciudadela Colsubsidio Maipore Soacha.	44378	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	7584392	7584392	7584392	1403	Admin delegada Coinver	COINVER S.A	860072901	Administracion Delegada Para La Construccion Del Urbanismo En Las Etapas 1 2 3 4 5 Y 7; Construccion De La Planta De Tratamiento Fase Ii Y Red De 24" Acueducto De La Ciudadela Colsubsidio Maipore Soacha.	44378	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	78071609	78071609	78071609	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 3 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto. Doc 3609741886	44440	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	77949009	77949009	77949009	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 3 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto .Doc 3609764244.	44440	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	23248345	23248345	23248345	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 3 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto. Doc 3609741886	44440	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	5751382	5751382	5751382	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 3 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto .Doc 3609764244.	44440	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	3706038	3706038	3706038	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 3 - Administracion Delegada Para La Construccion Del Urbanismo En Las Etapas 1 2 3 4 5 Y 7; Construccion De La Planta De Tratamiento Fase Ii Y Red De 24" Acueducto De La Ciudadela Colsubsidio Maipore Soacha. Honorarios de agosto 2021.	44501	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	66698409	66698409	66698409	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 3 - Administracion Delegada Para La Construccion Del Urbanismo En Las Etapas 1 2 3 4 5 Y 7; Construccion De La Planta De Tratamiento Fase Ii Y Red De 24" Acueducto De La Ciudadela Colsubsidio Maipore Soacha. Honorarios de agosto 2021.	44501	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	9084255	9084255	9084255	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 3 - Administracion Delegada Para La Construccion Del Urbanismo En Las Etapas 1 2 3 4 5 Y 7; Construccion De La Planta De Tratamiento Fase Ii Y Red De 24" Acueducto De La Ciudadela Colsubsidio Maipore Soacha. Honorarios de julio 2021.	44501	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	70066389	70066389	70066389	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 3 - Administracion Delegada Para La Construccion Del Urbanismo En Las Etapas 1 2 3 4 5 Y 7; Construccion De La Planta De Tratamiento Fase Ii Y Red De 24" Acueducto De La Ciudadela Colsubsidio Maipore Soacha. Honorarios de julio 2021.	44501	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	67539010	67539010	67539010	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 5 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la Ciudadela Colsubsidio Maipore en Soacha. Honorarios Septiembre 2021	44531	2021			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	46160988	46160988	46160988	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 5 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la Ciudadela Colsubsidio Maipore en Soacha. Honorarios Septiembre 2021	44621	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	76229809	76229809	76229809	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 6 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase II y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha. Honorarios y reembolsables de marzo 2022	44682	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	116582254	116582254	116582254	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 6 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha. Honorarios y reembolsables de Febrero 2022	44682	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	71393873	71393873	71393873	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 6 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha.	44713	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	3420847	3420847	3420847	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 6 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha.	44713	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	95622387	95622387	95622387	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 6 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha. Honorarios Mayo	44743	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	142787746	142787746	142787746	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 7 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha. honorarios junio 2022	44774	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	16215008	16215008	16215008	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 7 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha. honorarios junio 2022	44774	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	6067446	6067446	6067446	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 7 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha. honorarios junio 2022	44774	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	103473523	103473523	103473523	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 7 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha. honorarios de septiembre 2022	44835	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	85827082	85827082	85827082	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 7 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha. honorarios de agosto 2022	44835	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	43251297	43251297	43251297	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 7 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha. honorarios de agosto 2022	44835	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	117296562	117296562	117296562	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 7 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha. Honorarios de noviembre 2022	44896	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	90737293	90737293	90737293	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 7 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase ii y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha. honorarios de octubre 2022	44896	2022			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	75953403	75953403	75953403	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 7 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase II y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha.	44927	2023			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	64006886	64006886	64006886	1403	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 7 - administracion delegada para la construccion del urbanismo en las etapas 1 2 3 4 5 y 7; construccion de la planta de tratamiento fase II y red de 24" acueducto de la ciudadela colsubsidio maipore en soacha. Honorarios de diciembre 2022	44927	2023			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1403	COINVER S.A	GENERAL	GENERAL	7906727	7906727	7906727	1403	Admin delegada Coinver	COINVER S.A	860072901	Honorarios Febrero 2023	45078	2023			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	75848403	75848403	75848403	1423	Admin delegada Coinver	COINVER S.A	860072901	Honorarios febrero 2023	45078	2023			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	75848403	75848403	75848403	1423	Admin delegada Coinver	COINVER S.A	860072901	Contrato administracion delegada construccion urbanismo etapas 2 4 5 y 7 ciudadela colsubsidio maipore coinver sa correspondientes a reembolsables enero 2023.	45078	2023			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	82064971	82064971	82064971	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo ciudadela maipore etapas 1 2 3 4 y 7 ciudadela maipore - soacha - honorarios marzo 2023	45078	2023			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	87669357	87669357	87669357	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo ciudadela maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - soacha - honorarios abril 2023	45108	2023			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	222894926	222894926	222894926	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo ciudadela maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - soacha - honorarios mayo - junio 2023	45170	2023			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	106106628	106106628	106106628	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo ciudadela Maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha . Honorarios de Julio 2023	45231	2023			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	123197247	123197247	123197247	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo Ciudadela Maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha . Honorarios de Agosto 2023	45231	2023			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	106329035	106329035	106329035	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanism o ciudadela m aipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha. Honorarios de septiembre 2023	45292	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	117382731	117382731	0	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanism o ciudadela m aipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha. Honorarios de octubre 2023	45323	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	94415573	94415573	0	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanism o ciudadela m aipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha. Honorarios de noviembre 2023	45323	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	7863981	7863981	0	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo Ciudadela Maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha. Honorarios de enero 2024	45383	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	72492742	72492742	0	1423	Admin delegada Coinver	COINVER S.A	860072901	Otrosi 14 al cc-2019-002459 construccion urbanismo etapas 2 4 5 y 7 de la ptar fase ii y red de 24 acueducto Maipore	45383	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	10981779	10981779	0	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo Ciudadela Maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha. Honorarios de febrero 2024	45383	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	72492742	72492742	0	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo Ciudadela Maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha. Reembolsales de enero 2024	45383	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	72492742	72492742	0	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo Ciudadela Maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha. Reembolsales de febrero 2024	45383	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	37288662	37288662	0	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo Ciudadela Maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha. Honorarios de noviembre 2023	45383	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	7325552	7325552	0	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo Ciudadela Maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha. Honorarios de marzo 2024.	45413	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	72492742	72492742	0	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo Ciudadela Maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha. Reembolsables de marzo 2024.	45413	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	70725132	70725132	0	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo ciudadela maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha Reembolsables de Abril 2024	45474	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	2057816	2057816	0	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo ciudadela maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha. Honorarios de abril 2024	45474	2024			
1 EJECUTADO	2. PRESUPUESTO COINVER	5. REEMBOLSABLES	1423	COINVER S.A	GENERAL	GENERAL	15574665	15574665	0	1423	Admin delegada Coinver	COINVER S.A	860072901	Administración delegada obras de urbanismo ciudadela maipore etapas 1 2 3 4 y 7 Ciudadela Maipore - Soacha. Honorarios de abril 2024	45474	2024			
