NIVEL1	NIVEL2	NIVEL3	NIVEL4	NIVEL5	ETAPA	SUBETAPA	EJECUTADO	DESEMBOLSADO	VR_TOTAL_ANT_BD	ACTA	CLASIFICACION	TERCERO	NIT	DESCRIPCION_ACTA	FECHA	ANO_ACTA	ESTADO	EJECUTADO_POR	NOTA
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1268	ALCALDIA MUNICIPAL DE SOACHA	GENERAL	GENERAL	411623448	411623448	411623448	1268	Urbanismo inicial Predial	ALCALDIA MUNICIPAL DE SOACHA	800094755	PAGO DE IMPUESTO PREDIAL	39995	2009			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1268	FERNANDO MAZUERA Y CIA S.A.	GENERAL	GENERAL	262160000	262160000	262160000	1268	Urbanismo inicial	FERNANDO MAZUERA Y CIA S.A.	860014917	2DOREEMBOLSO GASTOS-80% EL VINCULO URB MAIPORE	40210	2010			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1268	MAZUERA VILLEGAS Y CIA S.A.	GENERAL	GENERAL	59100993	59100993	59100993	1268	Urbanismo inicial	MAZUERA VILLEGAS Y CIA S.A.	860028302	1ER REEMBOLSO GASTOS-80% EL VINCULO URB MAIPORE	40026	2009			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1268	TESORERIA MUNICIPAL	GENERAL	GENERAL	2312000	2312000	2312000	1268	Urbanismo inicial	TESORERIA MUNICIPAL	800094755	IMPUESTO DE ASEO	40360	2010			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1268	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	80068418	80068418	80068418	1268	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	ANTICIPO 3 OBRA SALA VENTA Y URBNISMO URB MAIPORE	40299	2010			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1268	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	300000000	300000000	300000000	1268	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	ANTICIPO 4 OBRA SALA VENTA Y URBNISMO URB MAIPORE	40299	2010			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1268	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	800000000	800000000	800000000	1268	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	ANTICIPO 4 OBRA SALA VENTA Y URBNISMO URB MAIPORE	40330	2010			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1268	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	44640034	44640034	44640034	1268	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	PAGO PROVEEDOR EQUIVALENTE AL 80%	40664	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1268	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	30209952	30209952	30209952	1268	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	PAGO A PROVEEDOR COSTO INDIRECTO.	40664	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1268	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	9885155	9885155	9885155	1268	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	PAGO A PROVEEDOR COSTO INDIRECTO.	40664	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	FIDEICOMI PA MZUERA V FID BANCOLOMBIA	GENERAL	GENERAL	1599574400	1599574400	1599574400	1280	Urbanismo inicial Predial	FIDEICOMI PA MZUERA V FID BANCOLOMBIA	830054539	PAGO IMPUESTO PREDIAL MAIPORE JUNIO 29.	40330	2010			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	GASTOS GENERADOS POR MAIPORE	GENERAL	GENERAL	86576944	86576944	86576944	1280	Urbanismo inicial	GASTOS GENERADOS POR MAIPORE	860007336	GASTOS GENERADOS POR MAIPORE CON CORTE A FEBRERO 28,2011	40603	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	GASTOS GENERADOS POR MAIPORE	GENERAL	GENERAL	1533323851	1533323851	1533323851	1280	Urbanismo inicial	GASTOS GENERADOS POR MAIPORE		GASTOS GENERADOS POR MAIPORE CON CORTE A MARZO 30,2011	40634	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	GASTOS GENERADOS POR MAIPORE	GENERAL	GENERAL	701132263	701132263	701132263	1280	Urbanismo inicial	GASTOS GENERADOS POR MAIPORE	860007336	RETIRO VINCULO DE ACUERDO A MEMORANDO DV0-0996/11. GASTOS GENERADOS MAIPORE	40695	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	GASTOS GENERADOS POR MAIPORE	GENERAL	GENERAL	57678631	57678631	57678631	1280	Urbanismo inicial	GASTOS GENERADOS POR MAIPORE	860007336	GASTOS GENERADOS DE JUNIO 2011 A SEPTIEMBRE DE 2,011	40817	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	GASTOS GENERADOS POR MAIPORE	GENERAL	GENERAL	1438869695	1438869695	1438869695	1280	Urbanismo inicial	GASTOS GENERADOS POR MAIPORE	860007336	GASTOS GENERADOS POR MAIPORE CON CORTE A OCT 31,2010	40817	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	800000000	800000000	800000000	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	830054539	ANTICIPO TRABAJOS SALA DE VENTAS	40422	2010			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	383871326	383871326	383871326	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900,346,143	ANTICIPO OBRA	40513	2010			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	34419810	34419810	34419810	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346143	CANCELACION CUENTAS PRIORIZADAS	40603	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	91112733	91112733	91112733	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346143	CANCELACION CUENTAS PRIORIZADAS	40603	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	46496547	46496547	46496547	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346143	CANCELACION CUENTAS PRIORIZADAS	40634	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	161700879	161700879	161700879	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346143	CANCELACION CUENTAS PRIORIZADAS	40634	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	3055623	3055623	3055623	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	PAGO PROVEEDOR EQUIVALENTE AL 80%	40664	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	21374894	21374894	21374894	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	PAGO PROVEEDOR EQUIVALENTE AL 80%	40664	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	2368411	2368411	2368411	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	PAGO A PROVEEDOR COSTO INDIRECTOS	40695	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	40195421	40195421	40195421	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	PAGO A PROVEEDOR COSTO INDIRECTOS	40695	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	522958922	522958922	522958922	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	40695	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	20945843	20945843	20945843	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	PAGO A PROVEEDOR COSTO INDIRECTOS	40695	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	1477041078	1477041078	1477041078	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	40695	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	50022437	50022437	50022437	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	PAGO A PROVEEDOR COSTO INDIRECTOS	40695	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	1013000000	1013000000	1013000000	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	40756	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	1000000000	1000000000	1000000000	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	40787	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	1000000000	1000000000	1000000000	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	40787	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	3641000000	3641000000	3641000000	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	40817	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1280	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	3118280292	3118280292	3118280292	1280	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	40848	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1299	COLSUBSIDIO	GENERAL	GENERAL	154452519	154452519	154452519	1299	Urbanismo inicial	COLSUBSIDIO	860007336	GASTOS DE MAIPORE DE OCTUBRE 2011 A ENERO 2012	40969	2012			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1299	EDUARDO OSPINA Y CIA	GENERAL	GENERAL	810925000	810925000	810925000	1299	PTAR inicial	EDUARDO OSPINA Y CIA	890903642	ANTICIPO 50% SUMINISTRO Y MONTAJE PTAR 5,000 VVDAS	40909	2012			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1299	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	958719708	958719708	958719708	1299	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	40848	2011			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1299	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	4160000000	4160000000	4160000000	1299	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	DESARROLLO DE PROYECTO	40909	2012			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1299	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	3129690846	3129690846	3129690846	1299	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	40969	2012			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1299	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	1667309154	1667309154	1667309154	1299	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	40969	2012			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1299	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	1118902772	1118902772	1118902772	1299	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	41030	2012			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1305	COLSUBSIDIO	GENERAL	GENERAL	898496701	898496701	898496701	1305	Urbanismo inicial	COLSUBSIDIO	860007336	GASTOS DE MAIPORE DE FEBRERO DE 2012 A JUNIO 2012	41091	2012			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1305	COLSUBSIDIO	GENERAL	GENERAL	4072520	4072520	4072520	1305	Urbanismo inicial	COLSUBSIDIO	860007336	GASTOS DE MAIPORE DE JULIO DE 2012	41122	2012			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1305	COLSUBSIDIO	GENERAL	GENERAL	7153526	7153526	0	1305	Urbanismo inicial	COLSUBSIDIO	860007336	RETIRO DE FOVIS DOCUMENTO CONTABLE 3901221220 MEMO GV5-931/15	42248	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1305	EDUARDO OSPINA Y CIA	GENERAL	GENERAL	486555000	486555000	486555000	1305	PTAR inicial	EDUARDO OSPINA Y CIA	890303642	ANTICIPO 50% SUMINISTRO Y MONTAJE PTAR 5,000 VVDAS	41091	2012			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1305	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	1500000000	1500000000	1500000000	1305	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	41091	2012			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1305	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	700000000	700000000	700000000	1305	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	41091	2012			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1305	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	1500000000	1500000000	1500000000	1305	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	DESARROLLO DE PROYECTO	41091	2012			
1 EJECUTADO	1. EJECUTADO ACTAS	1. ACTAS PREVIAS (1268 - 1280 - 1299 - 1305)	1305	URBANIZADORA MAIPORE SAS	GENERAL	GENERAL	1500000000	1500000000	1500000000	1305	Urbanismo inicial	URBANIZADORA MAIPORE SAS	900346413	RECURSOS DESARROLLO CIUDADELA MAIPORE	41122	2012			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACCIÓN VERDE	GENERAL	GENERAL	393558757	393558757	393558757	1318	Reforestación	ACCIÓN VERDE	900174024	Honorarios silviculturales suelos reforestación Maipore	43009	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	3064000000	3064000000	3064000000	1318	ACUACENTRO	ACUACENTRO	900,480,571	CUOTA DE RECONOCIMIENTO DE GASTOS E INVERSIONES DE OPERACIÓN	41760	2014			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	51029621	51029621	51029621	1318	ACUACENTRO	ACUACENTRO	900480571	COSTO ADMON ACUEDUCTO Y ALCANTARILLADO MAYO	41821	2014			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	57274271	57274271	57274271	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTO COSTOS ADMON ACUEDUCTO JULIO 2014	41852	2014			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	62847080	62847080	62847080	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTO COSTOS ADMON ACUEDUCTO AGOS/2014	41883	2014			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	76591418	76591418	76591418	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTO COSTOS ADMON ACUEDUCTO SEPTIEM/2014	41913	2014			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	59529593	59529593	59529593	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTO COSTOS ADMON ACUEDUCTO OCTUBRE/2014	41944	2014			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	55020666	55020666	55020666	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTO COSTOS ADMON ACUEDUCTO NOVIEMB/2014	41974	2014			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	57464451	57464451	57464451	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTO COSTOS ADMON ACUEDUCTO DICIEMB/2014	42005	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	57704415	57704415	57704415	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTO COSTOS ADMON ACUEDUCTO ENERO/2015	42036	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	55874754	55874754	55874754	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTO COSTOS ADMON ACUEDUCTO FEBRERO/2015	42064	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	63668237	63668237	63668237	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTO COSTOS ADMON ACUEDUCTO MARZO/2015	42095	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	58208668	58208668	58208668	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTO COSTOS ADMON ACUEDUCTO ABRIL/2015	42125	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	62835862	62835862	62835862	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTO COSTOS ADMON ACUEDUCTO MAYO/2015	42156	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	60034214	60034214	60034214	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTO COSTOS ADMON ACUEDUCTO JUNIO/2015	42186	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	63212353	63212353	63212353	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTOS COSTOS DE ADMON	42248	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	61009180	61009180	61009180	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTOS COSTOS DE ADMON	42248	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	62617672	62617672	62617672	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTOS COSTOS DE ADMON	42278	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	62331189	62331189	62331189	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTOS COSTOS DE ADMON	42309	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	70700755	70700755	70700755	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTOS COSTOS DE ADMON	42339	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	57129487	57129487	57129487	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTOS COSTOS DE ADMON	42370	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	57615714	57615714	57615714	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTOS COSTOS DE ADMON	42401	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	53046913	53046913	53046913	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTOS COSTOS DE ADMON	42430	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	57582199	57582199	57582199	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTOS COSTOS DE ADMON	42461	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	60193887	60193887	60193887	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTOS COSTOS DE ADMON, DOCT CONTABLE 2900644042	42491	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	59259044	59259044	59259044	1318	ACUACENTRO	ACUACENTRO	900480571	RECONOCIMIENTO COSTOS DE ADMON, DOCT CONTABLE	42522	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	62540610	62540610	62540610	1318	ACUACENTRO	ACUACENTRO	900480571	Reconomientos costos admon	42583	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	61525939	61525939	61525939	1318	ACUACENTRO	ACUACENTRO	900480571	Reconocimientos costos admon	42583	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	56166835	56166835	56166835	1318	ACUACENTRO	ACUACENTRO	900480571	Reconomientos costos admon	42614	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	62171159	62171159	62171159	1318	ACUACENTRO	ACUACENTRO	900480571	Reconocimiento de costos incurridos en septiembre 2016	42644	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	62060373	62060373	62060373	1318	ACUACENTRO	ACUACENTRO	900480571	Reconocimiento de costos incurridos en Junio de 2017	42917	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	36186511	36186511	36186511	1318	ACUACENTRO	ACUACENTRO	900480571	Servicio de mantenimiento de planta	43221	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	36186512	36186512	36186512	1318	ACUACENTRO	ACUACENTRO	900480571	Servicio de mantenimiento de planta	43221	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	72373022	72373022	72373022	1318	ACUACENTRO	ACUACENTRO	900480571	Servicio de mantenimiento de planta	43252	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	41105397	41105397	41105397	1318	ACUACENTRO	ACUACENTRO	900480571	Servicio de mantenimiento de planta	43282	2018			
