NOMBRE_LIBRO	VU_LIBRO	MATCH_IDU	TIPO	UM_IDU	VU_IDU	RATIO	BANDERA
Suministro y construcción de contenedor de raíces Tipo C (1,20x2,20)m	2686554.16930969	CONTENEDOR DE RAICES TIPO B20 (TIPO A) (1.2X1.2X1.40M. INC. SUMINISTRO, CONSTRUCCIÓN Y FILTRO EN GRAVILLA. NO INC. TIERRA)	APU	UN	974631.0	2.76	REVISAR: MUY POR ENCIMA de IDU
Suministro e instalación de subbase granular SBG-C	211423.513195411	CONSTRUCCION DE CAMINO CON SUBBASE GRANULAR TIPO C SBG-C E=0.30MT	APU	M2	77671.0	2.72	REVISAR: MUY POR ENCIMA de IDU
Suministro e instalación de sello en subbase granular SBG-C	211423.513195411	CONSTRUCCION DE CAMINO CON SUBBASE GRANULAR TIPO C SBG-C E=0.30MT	APU	M2	77671.0	2.72	REVISAR: MUY POR ENCIMA de IDU
"Suministro tubería PVC flexible Ø10"""	654546.724141644	"TUBERÍA PVC SANITARIA D=10"" TIPO U.S. (Incluye suministro e instalación)"	APU	ML	242906.0	2.69	REVISAR: MUY POR ENCIMA de IDU
"Tapón 4"""	293052.33051294	"TAPON PVC TIPO U.M. D=4"" (SUMINISTRO E INSTALACIÓN)"	APU	UN	109473.0	2.68	REVISAR: MUY POR ENCIMA de IDU
Sistema de puesta a tierra completo por centro de transformación	8480000.0	"PUESTA A TIERRA PARA CENTRO D3E TRANSFORMACION SUBTERRANEO PARCIALMENTE SUMERGIBLE CON CUATRO PUNTOS A TIERRA. INCLUYE SUMINISTRO, TRANSPORTE Y CONSTRUCCION, VARILLA COOPER WELD 5/8"" 2,44MM, CUARENTA METROS DE CABLE DE COBRE DESNUDO 2/0 AWG, CAJAS DE INSPECCION DEL SISTEMA DE PUESTA A TIERRA, SOLDADURA EXOTERMICA Y TERMINALES."	APU	UN	3346665.0	2.53	REVISAR: MUY POR ENCIMA de IDU
"Tapón 1,1/2"""	35024.7209400227	"REDUCCION PVC E.L. D= 1 1/2"" X 1"" (SUMINISTRO E INSTALACIÓN)"	APU	UN	13889.0	2.52	REVISAR: MUY POR ENCIMA de IDU
Reposición de pavimento flexible y estructura	477000.0	FRESADO Y REPOSICIÓN DE PAVIMENTO FLEXIBLE E=0.12M	APU	M2	188913.0	2.52	REVISAR: MUY POR ENCIMA de IDU
Malla o puesta a tierra para CDMT y cajas de maniobra	6360000.0	MALLA DE PUESTA A TIERRA PARA CAJAS DE MANIOBRA SEMISUMERGIBLE EN CAJA CS 290, RESISTIVIDADES DE TERRENO ENTRE (24.62 Y 42.42) OMNIOS-M. (INCLUYE SISTEMA DE PUESTA A TIERRA, POZOS CAPACITIVOS, TRATAMIENTO DE SUELO TIPO HIDROSOLTA, CABLE 2/0 CU DESNUDO, CONECTORES CERTIFICADOS.) ( INCLUYE SUMINISTRO E INSTALACIÓN).	APU	UN	2589379.0	2.46	REVISAR: MUY POR ENCIMA de IDU
Segregador de bicicleta (Tachón de polipropileno de alto impacto con estructura de refuerzo y elementos reflectivos. 40,5cm x 15,0cm x 8,5cm)	98899.7959923581	INSTALACIÓN SEGREGADOR BICICLETA (TACHÓN PLÁSTICO O CAUCHO ALTA RESISTENCIA COMO POLIPROPILENO DE ALTO IMPACTO, CON INSTALACIÓN ESTRUCTURA DE REFUERZO, ELEMENTOS REFLECTIVOS DE ALTA EFICIENCIA. TIPO TRANSMILENIO 40.5cmx15cmx8.5cm).(Instalación).	APU	UN	41927.0	2.36	REVISAR: MUY POR ENCIMA de IDU
Cámara de caída	3896089.76065249	"CÁMARA DE CAIDA D=10"" H=1.70M (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	UN	1651400.0	2.36	REVISAR: MUY POR ENCIMA de IDU
"Codo 11,25° Ø4"""	311640.0	"CODO G.RAD. PVC 11.25° TIPO U.M. D=4"" RDE 21 (SUMINISTRO E INSTALACIÓN)"	APU	UN	134877.0	2.31	REVISAR: MUY POR ENCIMA de IDU
"Válvula 1,1/2"""	1358452.50588645	"VÁLVULA 1 1/2"" PARA EXPULSIÓN DE AIRE (SUMINISTRO E INSTALACIÓN)"	APU	UN	603102.0	2.25	REVISAR: MUY POR ENCIMA de IDU
"Tubería de acero al carbón SCH 40 Ø4"""	445200.0	"TUBERIA DE ACERO AL CARBON SIN COSTURA SCH40 D=4"". SUMINISTRO E INSTALACION."	APU	ML	198139.0	2.25	REVISAR: MUY POR ENCIMA de IDU
"Reducción concéntrica Ø12"" × Ø8"""	3936840.0	"REDUCCION CONCENTRICA HD 12""X6"" (SUMINISTRO E INSTALACIÓN)"	APU	UN	1748855.0	2.25	REVISAR: MUY POR ENCIMA de IDU
"Reducción concéntrica Ø6"" × Ø2"""	1195680.0	"REDUCCION CONCENTRICA HD 6""X3"" (SUMINISTRO E INSTALACIÓN)"	APU	UN	536004.0	2.23	REVISAR: MUY POR ENCIMA de IDU
"Suministro tubería PVC flexible Ø14"""	1411491.65208809	"TUBERIA PVC D=14"" TIPO U.M. RDE 21 (SUMINISTRO E INSTALACIÓN)"	APU	ML	641522.0	2.20	REVISAR: MUY POR ENCIMA de IDU
Instalación de tubería de alcantarillado	3558.4689999714	"TUBERÍA ALCANTARILLADO PEAD 1500 mm (60"") SN-8"	INSUMO	ML	5484690.0	0.00	REVISAR: MUY POR DEBAJO de IDU (vs INSUMO: IDU es solo material)
Transporte de tubería en concreto	48.526501205385	TUBERIA GRP 300MM (INCLUYE TRANSPORTE). SUMINISTRO E INSTALACION.	APU	ML	438466.0	0.00	REVISAR: MUY POR DEBAJO de IDU
Parque en vía 2 (V-7)	347210.914872589	CAJA SUBTERRÁNEA EN VÍA PACIFICADA CST2. INCLUYE CONCRETO GRAVA COMÚN DE 4000 PSI, ADITIVO IMPERMEABILIZANTE, ACERO, MICROFIBRA DE POLIPROPILENO, PASOS DE ESCALERA DE GATO. SUMINISTRO E INSTALACIÓN. ÁREA TANQUE A1-7.30M A2-2.21M PERÍMETRO 18.25M, ALTURA- 2.55M.	APU	UN	25209604.0	0.01	REVISAR: MUY POR DEBAJO de IDU
Cargue y retiro interno de sobrantes de la excavación manual	17231.1564401149	EXCAVACIÓN PARA CAISSON D=1.50M (INCL. EXCAVACIÓN, CARGUE Y RETIRO DE SOBRANTES)	APU	ML	1155312.0	0.01	REVISAR: MUY POR DEBAJO de IDU
Instalación de tubería de alcantarillado en concreto	4260.40765318736	"TUBERIA CONCRETO D=24"" CL. I REFORZADO (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	817846.0	0.01	REVISAR: MUY POR DEBAJO de IDU
Prueba hidrostática para tubería (Incluye desinfección)	19893.1469227118	"PRUEBA HIDROSTÁTICA EN TUBERÍAS HASTA 12"" DE DIÁMETRO, TRAMOS MÁXIMOS DE 500M. INCLUYE DESINFECCIÓN DE TUBERÍA."	APU	UN	1667960.0	0.01	REVISAR: MUY POR DEBAJO de IDU
Prueba de hermeticidad	15750.1036971938	"PRUEBA DE HERMETICIDAD POR EL MÉTODO DE PRESIÓN POSITIVA CON AIRE PARA REDES DE ALCANTARILLADO - TRAMOS DE Ø 27"" A Ø 40"""	APU	UN	833000.0	0.02	REVISAR: MUY POR DEBAJO de IDU
Loseta guía 20x20x6	2447.24	CENEFA EN LOSETA PREFABRICADA A58 GUIA (20X20X6) CM. SUMINISTRO E INSTALACIÓN. (INCLUYE 4CM DE MORTERO 1:5 HECHO EN OBRA PARA BASE Y ARENA DE PEÑA PARA SELLO)	APU	M2	137916.0	0.02	REVISAR: MUY POR DEBAJO de IDU
Suministro e instalación de bordillo A-80	97654.3501538502	CAJA DE PASO DOBLE EN CALZADA ETB (INCLUYE BASE, MUROS, PAÑETE, BORDILLO PERIMETRAL, MARCO Y TAPA). MEDIDAS EXTERNAS: 1.80 X 1.01M. MEDIDAS INTERNAS: 1.30 X 0.50M. ALTURA: 1.33M.	APU	UN	3347324.0	0.03	REVISAR: MUY POR DEBAJO de IDU
Línea discontinua de color blanco 1m x 1m - Pintura acrílica (a=0,20m)	2180.5972906833	DEMARCACIÓN EN PINTURA TIPO TRAFICO BASE SOLVENTE COLOR BLANCO. LINEA 0.20M Y 16 MILS (INCLUYE SUMINISTRO Y APLICACIÓN CON EQUIPO. INCLUYE MICROESFERAS TIPO DROP ON PARA LINEAS DE CARRIL).	APU	M2	66467.0	0.03	REVISAR: MUY POR DEBAJO de IDU
Demolición de pavimento flexible	58300.0	PARCHEO EN PAVIMENTO FLEXIBLE CON MD12. (INCLUYE DEMOLICIÓN MANUAL Y CARGUE DE PAVIMENTO FLEXIBLE, TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS, IMPRIMACIÓN, COLOCACIÓN Y COMPACTACIÓN BASE ASFÁLTICA MD12, RIEGO CRR-1)	APU	M3	1672459.0	0.03	REVISAR: MUY POR DEBAJO de IDU
Retiro de red de MT 3x2ACSR	15265.8184411517	RETIRO DE POSTES DE MT (INCLUYE TRASLADO A SITIO DE ACOPIO, RETIRO DE POSTE, RETENIDAS, ESTRUCTURAS DE AMARRE Y SOPORTE DE RED AÉREA).	APU	UN	432413.0	0.04	REVISAR: MUY POR DEBAJO de IDU
Flecha a la izquierda - Pintura acrílica	27799.7722976816	"FLECHA DIRECCIONAL ""FRENTE, DERECHA E IZQUIERDA"" PARA PAVIMENTO FLEXIBLE (E= 15 MILS. ACRILICA BASE AGUA. INCLUYE SUMINISTRO Y APLICACIÓN CON EQUIPO. INCLUYE MICROESFERAS."	APU	UN	551597.0	0.05	REVISAR: MUY POR DEBAJO de IDU
Flecha de frente o a la izquierda - Pintura acrílica	27799.7722976816	"FLECHA DIRECCIONAL ""FRENTE, DERECHA E IZQUIERDA"" PARA PAVIMENTO FLEXIBLE (E= 15 MILS. ACRILICA BASE AGUA. INCLUYE SUMINISTRO Y APLICACIÓN CON EQUIPO. INCLUYE MICROESFERAS."	APU	UN	551597.0	0.05	REVISAR: MUY POR DEBAJO de IDU
Flecha de frente, a la derecha o a la izquierda - Pintura acrílica	27799.7722976816	"FLECHA DIRECCIONAL ""FRENTE, DERECHA E IZQUIERDA"" PARA PAVIMENTO FLEXIBLE (E= 15 MILS. ACRILICA BASE AGUA. INCLUYE SUMINISTRO Y APLICACIÓN CON EQUIPO. INCLUYE MICROESFERAS."	APU	UN	551597.0	0.05	REVISAR: MUY POR DEBAJO de IDU
Flecha a la derecha o a la izquierda - Pintura acrílica	27799.7722976816	"FLECHA DIRECCIONAL ""FRENTE, DERECHA E IZQUIERDA"" PARA PAVIMENTO FLEXIBLE (E= 15 MILS. ACRILICA BASE AGUA. INCLUYE SUMINISTRO Y APLICACIÓN CON EQUIPO. INCLUYE MICROESFERAS."	APU	UN	551597.0	0.05	REVISAR: MUY POR DEBAJO de IDU
Cargue y retiro externo de sobrantes de la excavación manual	56603.2078892225	EXCAVACIÓN PARA CAISSON D=1.50M (INCL. EXCAVACIÓN, CARGUE Y RETIRO DE SOBRANTES)	APU	ML	1155312.0	0.05	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC presión Ø12"""	30501.1628568977	"TUBERIA PVC D=12"" TIPO U.M. RDE 21 (SUMINISTRO E INSTALACIÓN)"	APU	ML	533659.0	0.06	REVISAR: MUY POR DEBAJO de IDU
Línea continua de color blanco - Pintura acrílica (a=0,20m)	4361.19458136659	DEMARCACIÓN EN PINTURA TIPO TRAFICO BASE SOLVENTE COLOR BLANCO. LINEA 0.20M Y 16 MILS (INCLUYE SUMINISTRO Y APLICACIÓN CON EQUIPO. INCLUYE MICROESFERAS TIPO DROP ON PARA LINEAS DE CARRIL).	APU	M2	66467.0	0.07	REVISAR: MUY POR DEBAJO de IDU
CARCAMO	107400.0	CARCAMO AGUAS LLUVIAS 0.45 X 0.60 M. (INCLUYE REJILLA) SUMINISTRO E INSTALACIÓN	APU	ML	1445650.0	0.07	REVISAR: MUY POR DEBAJO de IDU
Alambre negro	5347.71482	SARDINEL FUNDIDO EN SITIO EN CONCRETO PREMEZCLADO DE 3000PSI. SUMINISTRO Y CONSTRUCCION. (GRAVA COMÚN) E=0.20M H=0.35M (INCLUYE FORMALETA METÁLICA, ACERO DE REFUERZO Y ALAMBRE NEGRO).	APU	ML	65653.0	0.08	REVISAR: MUY POR DEBAJO de IDU
Kit de nivelación para hidrante de tráfico	530000.0	"HIDRANTE EXTREMO BRIDA D=4"" TIPO TRÁFICO (SUMINISTRO E INSTALACIÓN. NO INCLUYE KIT DE NIVELACIÓN)"	APU	UN	6261344.0	0.08	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC flexible Ø12"""	42701.6279996568	"TUBERIA PVC D=12"" TIPO U.M. RDE 21 (SUMINISTRO E INSTALACIÓN)"	APU	ML	533659.0	0.08	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC flexible Ø14"""	49818.5659995995	"TUBERIA PVC D=14"" TIPO U.M. RDE 21 (SUMINISTRO E INSTALACIÓN)"	APU	ML	641522.0	0.08	REVISAR: MUY POR DEBAJO de IDU
Demarcacion cicloruta	27500.0	DEMARCACION PICTOGRAMA CICLORUTA EN PINTURA TERMOPLASTICA (E=2.3MM INCLUYE SUMINISTRO Y APLICACIÓN CON EQUIPO, INCLUYE MICROESFERAS. AREA =2MT2).	APU	UN	343674.0	0.08	REVISAR: MUY POR DEBAJO de IDU
Arena de peña para nivelación (material)	15012.0	"1 DUCTO D= 3"" PVC-TDP CON 3 CABLES. SUMINISTRO E INSTALACIÓN. INCL. EXCAV. EXTENDIDO, HUMEDECIMIENTO Y COMPACTACIÓN DE RELLENOS PARA REDES EN ARENA DE PEÑA Y EN MATERIAL SELECC. PROVENIENTE DE LA EXCAVACIÓN."	APU	ML	168178.0	0.09	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC presión Ø10"""	25417.6357140814	"TUBERÍA PVC SANITARIA D=10"" TIPO U.S. (Incluye suministro e instalación)"	APU	ML	242906.0	0.10	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC flexible Ø30"""	106754.069999142	"TUBERIA PVC U.M. EXT/INT LISO NORMA NTC 5070 D=30"" (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	1070516.0	0.10	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC flexible Ø27"""	97000.0	"TUBERIA PVC U.M. EXT/INT LISO NORMA NTC 5070 D=27"" (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	874450.0	0.11	REVISAR: MUY POR DEBAJO de IDU
Manual de operación, entrega y puesta en servicio	21200000.0	CONTROLADOR CON CAPACIDAD PARA 32 GRUPOS VEHICULARES O PEATONALES.CON POSIBILIDAD DE AMPLIACIÓN HASTA 32 GRUPOS, RELOJ EN TIEMPO REAL, 32 PROGRAMAS, AUTOMÁTICO SEMANAL PROGRAMABLE CON DÍAS FESTIVOS, MODO DE OPERACIÓN COORDINADA CON CENTRAL DE TRÁFICO, LOCAL CON AUTOMÁTICO DE SEMANA, MANUAL O CON DEPENDENCIA DE TRÁFICO, CIRCUÍTOS DE SUPERVISIÓN DE VERDES CONFLICTIVOS, RUTINA DE SEGURIDAD POR FALLA LÁMPARAS ROJAS, ACTIVACIÓN ERRÓNEAS DE SEÑALES, RUTINAS DE SOFTWARE PARA EL MANEJO PRIORITARIO DE TRANSPORTE PÚBLICO CON EL EMPLEO DE DETECTORES DE TRÁFICO.  PROTOCOLO ABIERTO OCIT.  (INCLUYE SUMINISTRO DE CONTROLADOR, INSTALACIÓN, PUESTA EN SERVICIO,  Y TRANSPORTE).	APU	UN	175904917.0	0.12	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC flexible Ø24"""	85403.2559993135	"TUBERIA PVC U.M. EXT/INT LISO NORMA NTC 5070 D=24"" (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	732840.0	0.12	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC presión Ø8"""	20334.1085712651	TUBERIA PVC SANITARIA D=8`` TIPO U.S. (INCLUYE SUMINISTRO E INSTALACIÓN).	APU	ML	160366.0	0.13	REVISAR: MUY POR DEBAJO de IDU
Subbase granular SBG (transporte)	18000.0	CONSTRUCCIÓN DE CAMINO CON SUBBASE GRANULAR TIPO C SBG-C E=0.30MT INCLUYE TRANSPORTE Y DISPOSICIÓN DE ESCOMBRO Y TRATAMIENTO SUPERFICIAL SIMPLE	APU	M2	143068.0	0.13	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC flexible Ø20"""	72000.0	"TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=20"" (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	523908.0	0.14	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería en concreto CCR Ø30"""	214000.0	"TUBERIA CONCRETO D=30"" CL. IV REFORZADO (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	1478460.0	0.14	REVISAR: MUY POR DEBAJO de IDU
Flecha de terminación de carril - Pintura acrílica	27799.7722976816	DEMARCACIÓN DE FLECHA DE TERMINACIÓN DE CARRIL (E= 15 MILS. ACRÍLICA BASE AGUA. INCLUYE SUMINISTRO Y APLICACIÓN CON EQUIPO. INCLUYE MICROESFERAS.	APU	UN	191682.0	0.15	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC flexible Ø10"""	35584.689999714	"TUBERÍA PVC SANITARIA D=10"" TIPO U.S. (Incluye suministro e instalación)"	APU	ML	242906.0	0.15	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC flexible Ø18"""	64052.4419994851	"TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=18"" (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	430046.0	0.15	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería en concreto CCR Ø40"""	285000.0	"TUBERIA CONCRETO D=40"" CL. I REFORZADO (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	1874457.0	0.15	REVISAR: MUY POR DEBAJO de IDU
Suministro e instalación de árbol	172584.430346137	PROTECTOR DE ARBOL TIPO M90 (INCLUYE SUMINISTRO E INSTALACIÓN. NO INCLUYE BASES)	APU	UN	1048451.0	0.16	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC presión Ø6"""	15250.5814284488	"TUBERIA PVC SANITARIA D=6"" TIPO U.S. (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	93174.0	0.16	REVISAR: MUY POR DEBAJO de IDU
"Canalización banco de ductos TDP PVC 6Ø3"" EPM RS1-003"	226252.258027543	"CANALIZACION VIA PUBLICA NUEVE (9) DUCTOS PVC TIPO TDP 9Ø6""+2Ø3"""	APU	ML	1345327.0	0.17	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería en concreto CCR Ø36"""	257000.0	"TUBERIA CONCRETO D=36"" CL. I REFORZADO (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	1512469.0	0.17	REVISAR: MUY POR DEBAJO de IDU
Drenaje	8256.06001214466	"TUBERIA PVC PARA DRENAJE D=4"" CON FILTRO (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	46154.0	0.18	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC flexible Ø8"""	28467.7519997712	TUBERIA PVC SANITARIA D=8`` TIPO U.S. (INCLUYE SUMINISTRO E INSTALACIÓN).	APU	ML	160366.0	0.18	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC flexible Ø16"""	56935.5039995423	"TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=16"" (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	317101.0	0.18	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería en concreto CCR Ø27"""	193000.0	"TUBERIA CONCRETO D=27"" CL. I REFORZADO (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	991864.0	0.19	REVISAR: MUY POR DEBAJO de IDU
Transporte y disposición final de sobrantes	106000.0	"PERFORACIÓN HORIZONTAL PARA DUCTO DE POLIETILENO D=4"" (INCLUYE TUBERÍA).SUMINISTRO, INSTALACIÓN, TRANSPORTE Y DISPOSICIÓN FINAL DE SOBRANTES."	APU	ML	530446.0	0.20	REVISAR: MUY POR DEBAJO de IDU
Transporte y disposición final de escombros (21 km)	69249.0166084375	DESCABECE DE PILOTES (INCLUYE COMPRESOR Y MARTILLO DEMOLEDOR, INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS EN SITIO AUTORIZADO A 21 KM.	APU	M3	355050.0	0.20	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería en concreto CSR Ø24"""	171000.0	"TUBERIA CONCRETO D=24"" CL. I REFORZADO (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	817846.0	0.21	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería en concreto CCR Ø24"""	171000.0	"TUBERIA CONCRETO D=24"" CL. I REFORZADO (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	817846.0	0.21	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC presión Ø4"""	10167.0542856326	"TUBERIA PVC SANITARIA D=4"" TIPO U.S. (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	46152.0	0.22	REVISAR: MUY POR DEBAJO de IDU
Tendido, conexionado e identificación cable 3x120 mm² Al XLPE 15 kV	53000.0	CABLE DE 3X20 XLPE-15-KV-AL (INCLUYE SUMINISTRO E INSTALACIÓN)	APU	ML	229288.0	0.23	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC presión Ø2"""	5083.52714281628	"TUBERIA CONDUIT PVC D=2"" (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	21606.0	0.24	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC presión Ø3"""	7625.29071422442	TUBERIA PVC SANITARIA D=3`` TIPO U.S. (INCLUYE SUMINISTRO E INSTALACIÓN).	APU	ML	31829.0	0.24	REVISAR: MUY POR DEBAJO de IDU
Instalación de Tubería de acueducto PVC	2541.76357140814	"TUBERIA CONDUIT PVC D=1"" (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	9728.0	0.26	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC presión Ø1"""	2541.76357140814	"TUBERIA CONDUIT PVC D=1"" (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	9728.0	0.26	REVISAR: MUY POR DEBAJO de IDU
Suministro e instalación de resalto en concreto	499385.000547444	REDUCTOR DE VELOCIDAD TIPO RESALTO PARABOLICO DE 4 METROS DE ANCHO. EN CONCRETO PREMEZCLADO 4000 PSI  (280 Kg/cm2) GRAVA COMÚN.  SUMINISTRO E INSTALACION. (INCLUYE FORMALETA,  REFUERZO, CURADO Y PINTURA).	APU	ML	1822438.0	0.27	REVISAR: MUY POR DEBAJO de IDU
Flecha de frente o a la derecha - Pintura acrílica	27799.7722976816	"FLECHA DIRECCIONAL ""DE FRENTE A LA DERECHA"" (E=15 MILS, ACRÍLICA BASE AGUA. INC. SUMIN. Y APLIC. CON EQUIPO. INCL. MICR"	APU	UN	99849.0	0.28	REVISAR: MUY POR DEBAJO de IDU
M.O. nivelación con arena	33265.4812	PISO EN ADOQUIN DE ARCILLA 26X6X6CM (SUMINISTRO E INSTALACIÓN. INCLUYE BASE 4CM ARENA NIVELACIÓN Y ARENA DE SELLO)	APU	M2	114489.0	0.29	REVISAR: MUY POR DEBAJO de IDU
Tendido, conexionado e identificación cable 3x185 mm² Al XLPE 15 kV	68377.0	CABLE DE 3X20 XLPE-15-KV-AL (INCLUYE SUMINISTRO E INSTALACIÓN)	APU	ML	229288.0	0.30	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería PVC flexible Ø6"""	30000.0	"TUBERIA PVC SANITARIA D=6"" TIPO U.S. (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	93174.0	0.32	REVISAR: MUY POR DEBAJO de IDU
Línea continua de color blanco - Pintura acrílica (a=0,12m)	2611.49376129736	DEMARCACION METROS LINEALES EN PINTURA TIPO TRAFICO BASE SOLVENTE COLOR BLANCO Y/O AMARILLA. LINEA 0.12M Y 16 MILS (INCLUYE SUMINISTRO Y APLICACION CON EQUIPO. INCLUYE MICROESFERAS TIPO DROP ON PARA LINEAS DE BORDE Y DE CARRIL).	APU	ML	7983.0	0.33	REVISAR: MUY POR DEBAJO de IDU
Unión Dresser / unión de reparación	3180000.0	"EMPATES DE TUBERÍA EN PVC A HA 12"" LINEAL SEGÚN NORMA NS-023 (INCLUYE TUBERIA PVC U.M. D=12"" RDE 21=1M; TEE HD EXTREMO LISO 12""X12"" =1UN; UNION DRESSER HD D=12""=2UN; UNION REPARACION HD EXTREMO LISO D=12""=1UN; UNION PVC U.M. NORMA NTC 382 D=12""=1UN). SUMINISTRO E INSTALACIÓN"	APU	UN	9529408.0	0.33	REVISAR: MUY POR DEBAJO de IDU
Unión de reparación según diámetro	3180000.0	"EMPATES DE TUBERÍA EN PVC A HA 12"" LINEAL SEGÚN NORMA NS-023 (INCLUYE TUBERIA PVC U.M. D=12"" RDE 21=1M; TEE HD EXTREMO LISO 12""X12"" =1UN; UNION DRESSER HD D=12""=2UN; UNION REPARACION HD EXTREMO LISO D=12""=1UN; UNION PVC U.M. NORMA NTC 382 D=12""=1UN). SUMINISTRO E INSTALACIÓN"	APU	UN	9529408.0	0.33	REVISAR: MUY POR DEBAJO de IDU
Demarcación de letras - Pintura acrílica	27799.7722976816	DEMARCACION PICTOGRAMA NIÑOS CON PINTURA ACRILICA BASE SOLVENTE (INCLUYE SUMINISTRO Y APLICACIÓN MEDIDO COMO EL AREA DEL PAÑO QUE CONTIENE EL DIBUJO)	APU	M2	81832.0	0.34	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería en concreto CSR Ø20"""	143000.0	"TUBERIA CONCRETO D=20"" CL. I SIN REFUERZO (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	403869.0	0.35	REVISAR: MUY POR DEBAJO de IDU
Demolición de andenes (Incluye cargue, transporte y disposición final)	15574.3834654349	DEMOLICION PAVIMENTO ASFALTICO (INCLUYE CARGUE). NO INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL DE SOBRANTES.	APU	M3	43555.0	0.36	REVISAR: MUY POR DEBAJO de IDU
"Tubería CSR 16"""	252987.414364138	"TUBERÍA HDPE 16"" (SUMINISTRO E INSTALACIÓN)"	APU	ML	679962.0	0.37	REVISAR: MUY POR DEBAJO de IDU
"Tee Ø6"" × Ø1"""	754720.0	"EMPATE ORTOGONAL PVC - HG 6""X6"" SEGÚN NORMA NS-023, INCLUYE SUMINISTRO E INSTALACIÓN DE TUBERÍA PVC D=6"" U.M RDE 21=1 ML, TEE HD 6""X6"" PARA PVC=1 UN, UR HD D=6""=1 UN, UZ U.M PVC D=6""=1 UN, UD HD D=6""=1 UN (Suministro e instalación)."	APU	UN	2042131.0	0.37	REVISAR: MUY POR DEBAJO de IDU
Tendido, conexionado e identificación cable 3x240 mm² Al XLPE 15 kV	84800.0	CABLE DE 3X20 XLPE-15-KV-AL (INCLUYE SUMINISTRO E INSTALACIÓN)	APU	ML	229288.0	0.37	REVISAR: MUY POR DEBAJO de IDU
"Tubería NOVAFORT 10"""	109091.120690274	"TUBERÍA HDPE 10"" (SUMINISTRO E INSTALACIÓN)"	APU	ML	280316.0	0.39	REVISAR: MUY POR DEBAJO de IDU
