CLASE	NOMBRE_O_TEXTO	X	Y	ROT	CAPA
TEXT	\A1;{\W0.8;4.01-Ø4"-PVC}	82664.285	95684.61	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.89-Ø4"-HD}	82674.927	95707.239	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.95-Ø4"-PVC}	82674.533	95715.74	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.00-Ø4"-PVC}	83341.429	95933.407	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.89-Ø4"-HD}	83342.096	95935.943	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;EMPATE EN LINEA DE Ø4"}	83315.172	95951.813	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;Ø4"-PVC-EXISTENTE}	83319.923	95956.001	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;HIDRANTE %%C4"}	83143.451	95946.492	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.89-Ø4"-HD}	83143.048	95949.748	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.01-Ø4"-PVC}	83142.55	95952.667	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.00-Ø4"-PVC}	82930.893	96007.127	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.89-Ø4"-HD}	82930.897	96005.651	0	Acueducto-datos de la red 250
TEXT	\A1;{\W1;(VCP)}	82842.703	95541.595	0	TEXTOS 5000
TEXT	\A1;{\W0.8;19.29-Ø8"-PVC}	83424.485	95404.816	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;2.54-Ø6"-PVC}	82829.301	95216.005	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;49.43-Ø12"-PVC}	83214.987	95583.15	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;85.75-Ø12"-PVC}	83001.3	95581.622	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.76-Ø6"-PVC}	83567.873	95865.036	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.65-Ø12"-PVC}	83564.296	95859.159	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;105.36-Ø8"-PVC}	83534.176	95876.79	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.23-Ø8"-PVC}	83548.792	95871.294	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;65.36-Ø8"-PVC}	83566.213	95878.61	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;6.13-Ø8"-PVC}	83560.83	95869.324	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.84-Ø8"-PVC}	83560.83	95867.987	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;HIDRANTE %%C4"}	83550.503	95858.587	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;HIDRANTE %%C4"}	83620.378	95848.295	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;2.26-Ø4"-PVC}	83625.193	95866.964	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.53-Ø6"-PVC}	83625.193	95865.743	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.52-Ø6"-PVC}	83624.361	95863.563	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.66-Ø6"-PVC}	83624.357	95858.107	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.32-Ø6"-PVC}	83622.892	95854.209	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.06-Ø6"-PVC}	83605.549	95854.335	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.94-Ø6"-PVC}	83602.454	95852.585	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;43.68-Ø6"-PVC}	83585.787	95857.545	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;71.92-Ø12"-PVC}	83166.295	95577.212	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;14.86-Ø12"-PVC}	83107.504	95574.178	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;2.05-Ø4"-PVC}	83126.201	95579.891	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;56.68-Ø12"-PVC}	83071.382	95580.802	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;15.42-Ø6"-PVC}	82903.303	95673.444	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;13.29-Ø6"-PVC}	82897.852	95661.759	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;12.74-Ø8"-PVC}	82877.271	95659.491	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;16.07-Ø8"-PVC}	82877.972	95646.762	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;7.48-Ø8"-PVC}	82885.763	95640.419	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.62-Ø8"-PVC}	82901.462	95638.162	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.81-Ø6"-PVC}	82903.374	95640.949	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;10.87-Ø6"-PVC}	82903.467	95647.986	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;12.39-Ø8"-PVC}	82888.479	95633.896	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;12.46-Ø8"-PVC}	82886.974	95620.626	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;6.10-Ø12"-PVC}	82843.938	95617.904	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;13.37-Ø12"-PVC}	82836.32	95625.133	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.82-Ø8"-PVC}	82835.608	95626.356	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.41-Ø8"-PVC}	82836.727	95630.093	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;13.41-Ø8"-PVC}	82841.496	95640.708	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.01-Ø8"-PVC}	82843.097	95646.108	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;11.61-Ø8"-PVC}	82829.684	95651.751	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;10.43-Ø8"-PVC}	82847.373	95651.979	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;7.27-Ø8"-PVC}	82844.675	95661.339	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;6.11-Ø8"-PVC}	82862.639	95667.321	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;12.73-Ø8"-PVC}	82854.822	95663.604	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;10.90-Ø8"-PVC}	82867.813	95673.653	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;RED MATRIZ 24"}	82685.938	95710.915	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;34.52-Ø12"-PVC}	82683.978	95685.335	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;6.57-Ø12"-PVC}	82683.496	95687.503	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;10.42-Ø12"-PVC}	82684.312	95694.1	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.72-Ø12"-PVC}	82676.942	95694.017	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;2.67-Ø12"-PVC}	82664.017	95692.471	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;2.47-Ø12"-PVC}	82659.784	95686.066	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.86-Ø8"-PVC}	82669.432	95724.362	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;2.64-Ø8"-PVC}	82659.608	95715.743	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;8.15-Ø8"-PVC}	82665.771	95719.263	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.96-Ø8"-PVC}	82659.635	95713.992	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;9.87-Ø12"-PVC}	82657.08	95690.373	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.67-Ø8"-PVC}	82650.737	95704.198	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;9.22-Ø8"-PVC}	82655.554	95709.96	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.82-Ø8"-PVC}	82647.584	95701.167	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;73.85-Ø6"-PVC}	83171.612	95960.329	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;83.55-Ø6"-PVC}	83147.473	95966.581	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.58-Ø6"-PVC}	83163.5	95957.306	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;2.33-Ø6"-PVC}	83151.981	95953.11	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.78-Ø6"-PVC}	83151.068	95954.763	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.99-Ø6"-PVC}	83145.139	95960.802	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.53-Ø6"-PVC}	83143.238	95959.09	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;5.53-Ø6"-PVC}	83139.33	95957.45	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;89.57-Ø6"-PVC}	83130.646	95949.21	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.95-Ø6"-PVC}	83135.79	95954.579	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;17.56-Ø8"-PVC}	83335.82	95947.85	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.78-Ø8"-PVC}	83331.276	95937.205	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.19-Ø8"-PVC}	83331.755	95940.737	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;9.36-Ø8"-PVC}	83344.562	95938.066	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;9.36-Ø8"-PVC}	83335.028	95926.837	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.39-Ø8"-PVC}	83328.558	95928.522	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.33-Ø8"-PVC}	83324.341	95930.768	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;16.32-Ø8"-PVC}	83304.42	95949.129	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.68-Ø8"-PVC}	83321.473	95934.508	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.84-Ø8"-PVC}	83315.187	95950.644	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;15.54-Ø8"-PVC}	83315.421	95943.634	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;19.34-Ø6"-PVC}	82938.938	96013.64	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;HIDRANTE %%C4"}	82930.471	96003.56	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;5.22-Ø6"-PVC}	82931.265	96008.835	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;2.69-Ø6"-PVC}	82921.744	96012.706	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.78-Ø6"-PVC}	82921.552	96014.891	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;7.11-Ø12"-PVC}	83091.811	95523.869	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;HIDRANTE Ø4"}	83128.843	95930.328	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;HIDRANTE Ø4"}	83087.011	95876.205	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;HIDRANTE Ø4"}	83033.041	95806.411	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;HIDRANTE Ø4"}	82969.153	95727.259	0	Acueducto-datos de la red 1000
TEXT	\A1;\pxql;{\W0.8;Cámara especial para válvula\PReductora de presión VRP No. 2 \P(PARA ANILLO COSTADO SUR) \PVER DETALLE D12 PLANO 10/13}	83057.403	95502.866	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;Cámara especial para válvula\PReductora de presión VRP No. 2 \P(PARA ANILLO COSTADO SUR)\PVER DETALLE D12 PLANO 10/13}	82942.429	95511.831	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;15.43-Ø12"-PVC}	83645.782	95431.269	0	Acueducto-datos de la red 1000
TEXT	\pxi-3,l4,ql,t4;{\W0.85;RED MATRIZ DE 24" WSP\PSALIDA No.3\PDERIVACION DE Ø24x18"\P(ALIMENTACIÓN ANILLOS\P\pi0,l0,q*,tz;NORTE Y SUR)}	82926.056	95508.016	0	Acueducto-datos de la red 250
TEXT	K0+020	82925.639	95533.757	0	ABSISADO_1000 COLILLA
TEXT	K0+000	82902.9	95527.075	0	ABSISADO_1000 COLILLA
TEXT	K0+010	82915.613	95533.757	0	ABSISADO_1000 COLILLA
TEXT	\A1;{\W0.8;49.00-Ø8"-PVC}	82921.437	95514.905	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;2.05-Ø8"-PVC}	82919.934	95520.831	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.87-Ø8"-PVC}	82926.033	95381.334	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;3.79-Ø8"-PVC}	83264.007	95354.855	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;1.85-Ø8"-PVC}	83646.828	95583.392	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;2.44-Ø8"-PVC}	83558.628	96025.644	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;1.81-Ø8"-PVC}	83566.109	95887.022	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;2.32-Ø12"-PVC}	83001.545	95277.632	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;5.59-Ø12"-PVC}	83635.623	95043.691	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;3.07-Ø12"-PVC}	83236.792	95313.709	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;3.05-Ø12"-PVC}	83233.986	95310.335	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;2.34-Ø12"-PVC}	83232.181	95306.793	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;7.47-Ø12"-PVC}	83185.837	95291.195	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;8.35-Ø8"-PVC}	83026.433	95263.109	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;3.73-Ø8"-PVC}	83644.055	95329.274	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;14.99-Ø8"-PVC}	83563.808	95279.729	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;3.74-Ø8"-PVC}	83497.652	95138.281	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;56.35-Ø8"-PVC}	83574.829	95230.973	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;4.29-Ø8"-PVC}	83129.566	95528.789	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;4.22-Ø12"-PVC}	83550.445	95514.806	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;2.11-Ø12"-PVC}	83572.047	95533.609	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;3.09-Ø12"-PVC}	83569.015	95538.789	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;0.86-Ø8"-PVC}	82919.689	95525.772	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;21.10-Ø12"-PVC}	82558.999	95569.072	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;2.52-Ø6"-PVC}	82933.148	95993.157	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;4.86-Ø8"-PVC}	82657.213	95744.638	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;3.72-Ø12"-PVC}	82771.54	95643.632	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;12.73-Ø8"-PVC}	82836.019	95674.027	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;2.91-Ø8"-PVC}	82836.73	95644.626	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;4.82-Ø8"-PVC}	82856.862	95624.012	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;6.10-Ø12"-PVC}	82814.139	95608.911	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;5.36-Ø12"-PVC}	82839.012	95551.944	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;5.49-Ø12"-PVC}	82838.919	95559.657	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;7.36-Ø12"-PVC}	82881.92	95554.259	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.99-Ø8"-PVC}	82889.522	95566.176	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;17.23-Ø8"-PVC}	82895.989	95610.449	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;3.84-Ø8"-PVC}	83305.563	95934.275	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;2.83-Ø6"-PVC}	83432.598	95891.97	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;3.52-Ø6"-PVC}	83629.479	95862.804	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;4.32-Ø6"-PVC}	83622.933	95845.08	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;9.31-Ø12"-HD}	82927.099	95534.128	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.29-Ø12"-HD}	82911.854	95541.517	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.21-Ø12"-PVC}	82913.159	95531.648	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.33-Ø12"-PVC}	82914.216	95510.012	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;4.22-Ø12"-PVC}	82913.525	95514.581	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;19.81-Ø12"-PVC}	82917.923	95595.212	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;18.09-Ø12"-HD}	82906.463	95568.594	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;3.29-Ø12"-HD}	82913.432	95550.713	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;17.43-Ø12"-HD}	82914.789	95545.942	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;4.22-Ø12"-PVC}	82916.094	95532.825	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.33-Ø12"-PVC}	82920.719	95524.706	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.37-Ø12"-HD}	82931.784	95520.876	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;3.80-Ø12"-PVC}	83514.199	95592.311	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;3.62-Ø8"-PVC}	82909.507	95634.734	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;1.81-Ø8"-PVC}	82910.942	95644.088	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;7.48-Ø8"-PVC}	82866.028	95638.664	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;16.07-Ø8"-PVC}	82859.728	95644.571	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;12.74-Ø8"-PVC}	82876.878	95663.853	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;11.61-Ø8"-PVC}	82828.458	95675.303	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;28.85-Ø8"-PVC}	82808.98	95672.523	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;18.48-Ø8"-PVC}	82776.707	95695.267	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;6.30-Ø8"-PVC}	82716.195	95713.379	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;7.16-Ø8"-PVC}	82713.527	95721.205	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;5.98-Ø8"-PVC}	82706.574	95728.38	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;20.12-Ø8"-PVC}	82704.538	95741.356	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;5.80-Ø8"-PVC}	82710.265	95762.265	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;29.55-Ø8"-PVC}	82662.575	95745.2	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;24.68-Ø8"-PVC}	82791.408	95688.107	0	Acueducto-datos de la red 1000
TEXT	\A1;Ø8" PVC	82751.956	95728.219	0	TEXTOS 5000
TEXT	\A1;{\W0.8;54.71-Ø8"-PVC}	82751.312	95704.16	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W1;(VCP)}	82596.01	95717.069	0	TEXTOS 5000
TEXT	\A1;{\W0.8;VALVULA DE CIERRE PERMANENTE}	82606.178	95711.688	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;VALVULA DE CIERRE\PPERMANENTE}	82884.112	95556.826	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;VALVULA DE CIERRE \PPERMANENTE}	82866.48	95545.014	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W1;(VCP)}	82795.279	95613.844	0	TEXTOS 5000
TEXT	\A1;{\W0.8;VALVULA DE CIERRE\PPERMANENTE}	82850.773	95630.102	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;EMPATE EN LINEA DE Ø6"}	83086.596	95593.385	0	Acueducto-datos de la red 1000
TEXT	\A1;Ø8" PVC	83654.407	95557.649	0	TEXTOS 5000
TEXT	\A1;Ø12" PVC	83418.379	95604.877	0	TEXTOS 5000
TEXT	\A1;{\W0.8;5.06-Ø12"-PVC}	82916.997	95569.994	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;6.63-Ø12"-PVC}	82925.596	95591.337	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;22.33-Ø12"-HD}	82913.229	95554.108	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;22.33-Ø12"-HD}	82903.25	95550.985	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;17.43-Ø12"-HD}	82919.578	95539.814	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;CÁMARA PARA\PVÁLVULA Ø12"}	82936.036	95550.51	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;CÁMARA PARA\PVÁLVULA Ø12"}	82932.81	95504.672	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;CÁMARA PARA\PVÁLVULA Ø12"}	82931.836	95522.837	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;CÁMARA PARA\PVÁLVULA Ø12"}	82932.029	95526.279	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;8.13-Ø12"-PVC}	82937.762	95545.544	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;6.19-Ø12"-PVC}	82939.58	95531.609	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;6.63-Ø12"-PVC}	82926.719	95582.695	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;Ø18"-WSP}	82915.841	95522.12	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;ACOMETIDA
5.00-Ø4"-PVC\PCOTACONEXIÓN\P2550.00} 	83271.939	95957.071	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;13.41-Ø8"-PVC}	82833.489	95641.168	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;12.90-Ø8"-PVC}	83261.971	95965.293	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;36.7-Ø12"-PVC}	82952.233	95533.199	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;12.09-Ø12"-HD}	82944.99	95514.887	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;9.34-Ø8"-PVC}	82872.351	95576.277	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;11.45-Ø12"-PVC}	82855.994	95538.718	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;24.77-Ø12"-PVC}	82886.494	95508.557	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;16.87-Ø12"-PVC}	82861.934	95527.98	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;16.78-Ø12"-PVC}	82840.18	95569.908	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;10.85-Ø12"-PVC}	82836.296	95575.891	0	Acueducto-datos de la red 1000
TEXT	\A1;\pxql;{\W0.8;Cámara especial para válvula\PReductora de presión VRP No. 1 \P(PARA ANILLO COSTADO NORTE) \PVER DETALLE D01 PLANO 09/13}	82991.003	95603.789	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;ACOMETIDA
6.59-Ø3"-PVC\PCOTA DE CONEXIÓN\P2552.52} 	82840.578	95577.693	0	Acueducto-datos de la red 1000
TEXT	\A1;\pxql;{\W0.8;CÁMARA ESPECIAL\PPARA MACROMEDIDOR }	83003.663	95497.036	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;17.23-Ø8"-PVC}	82885.233	95605.301	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;19.18-Ø8"-PVC}	82894.71	95596.781	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;14.21-Ø12"-PVC}	82885.686	95563.82	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;2.23-Ø12"-PVC}	82937.558	95572.525	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;8.59-Ø12"-PVC}	82933.095	95564.055	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;31.38-Ø12"-PVC}	82920.215	95562.914	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;30.11-Ø12"-PVC}	82943.092	95576.54	0	Acueducto-datos de la red 250
TEXT	\A1;Ø6" PVC	82869.88	95371.064	0	TEXTOS 5000
TEXT	\A1;Ø12" PVC	82886.031	95405.649	0	TEXTOS 5000
TEXT	\A1;{\W0.8;3.83-Ø8"-PVC}	83030.94	95296.22	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;3.61-Ø8"-PVC}	83035.119	95302.338	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;8.21-Ø8"-PVC}	83264.155	95351.492	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;12.15-Ø12"-PVC}	83440.575	95548.6	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;2.98-Ø12"-PVC}	83400.834	95529.963	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;14.45-Ø12"-PVC}	83091.811	95528.103	0	Acueducto-datos de la red 1000
TEXT	\A1;{\W0.8;8.13-Ø12"-PVC}	82933.14	95528.489	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;12.09-Ø12"-HD}	82942.278	95515.511	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;12.25-Ø12"-HD}	82945.089	95522.318	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.22-Ø12"-PVC}	82925.112	95531.853	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.81-Ø8"-PVC}	82885.062	95392.294	0	Acueducto-datos de la red 1000
