CLASE	NOMBRE_O_TEXTO	X	Y	ROT	CAPA
INSERT	A Tee	83611.001	95851.327	3.8099	0
INSERT	A Tee	83555.308	95864.155	2.6286	0
INSERT	A Tee	82952.532	95733.58	4.0059	0
INSERT	A Tee	83014.805	95810.799	4.0059	0
INSERT	A Tee	82897.495	95653.716	4.3429	0
INSERT	A Tee	83476.865	95539.865	0.0159	0
INSERT	A Tee	83377.887	95537.815	0.0159	0
INSERT	A Tee	83278.879	95535.781	0.0159	0
INSERT	A Tee	83179.958	95533.842	0.0159	0
INSERT	A Tee	83083.968	95532.194	0.0159	0
INSERT	A Tee	82935.085	95529.609	0.0159	0
INSERT	A Tee	82931.039	95574.668	3.1633	0
INSERT	A Tee	82872.392	95565.693	2.0885	0
INSERT	A Tee	82809.538	95640.876	2.4597	0
INSERT	A Tee	82722.235	95685.404	2.9475	0
INSERT	A Tee	82286.995	95271.898	4.0143	0
INSERT	A Tee	82350.687	95345.667	4.0143	0
INSERT	A Tee	82414.462	95419.411	4.0143	0
INSERT	A Tee	82477.873	95493.719	4.0143	0
INSERT	A Tee	82540.56	95568.35	4.0143	0
INSERT	A Tee	82603.282	95643.025	4.0143	0
INSERT	A Tee	82665.618	95713.307	4.0143	0
INSERT	A Tee	82723.301	95785.893	4.0143	0
INSERT	A Tee	82785.453	95860.352	4.0143	0
INSERT	A Tee	83076.781	95883.423	4.0059	0
INSERT	A Tee	83585.266	96151.169	4.6922	0
INSERT	A Tee	83542.367	96206.473	1.5416	0
INSERT	A Tee	83590.022	95954.905	4.7522	0
INSERT	A Tee	83541.967	96035.322	3.1814	0
INSERT	A Tee	83587.795	96036.261	1.5982	0
INSERT	A Tee	83587.511	96046.636	1.5982	0
INSERT	Union	83580.727	96046.448	3.1411	0
INSERT	A Tee	83447.83	95900.92	6.0283	0
INSERT	A Tee	83438.827	95952.131	4.3553	0
INSERT	A Tee	83333.663	95930.666	6.026	0
INSERT	A Tee	83144.067	95956.265	3.4387	0
INSERT	A Tee	83165.375	95974.297	6.026	0
INSERT	A Tee	83007.793	95997.778	2.8844	0
INSERT	A Codo11.25	83506.257	95639.602	5.1032	0
INSERT	A Codo11.25	82920.562	95412.845	1.5425	0
INSERT	A Codo11.25	82922.963	95443.436	1.6163	0
INSERT	A Codo11.25	83543.131	96232.592	4.6751	0
INSERT	A Codo11.25	83549.521	96258.202	4.4493	0
INSERT	A Tee	83543.012	96228.543	1.5365	0
INSERT	A Tee	83591.912	96241.017	1.0788	0
INSERT	A Codo11.25	83589.751	96237.086	4.4493	0
INSERT	A Codo11.25	83586.744	96224.538	4.6841	0
INSERT	A Codo11.25	83560.901	95861.004	5.9665	0
INSERT	A Codo11.25	83602.914	95849.389	6.2098	0
INSERT	A Codo22.5	83435.995	96018.333	3.535	REDMENOR_ACUEDPROY
INSERT	A Codo11.25	83430.804	96016.178	3.7313	REDMENOR_ACUEDPROY
INSERT	A Codo11.25	83442.551	95962.114	1.4462	0
INSERT	codo 45	83418.968	95911.738	4.4663	0
INSERT	A Codo11.25	83437.373	95948.235	1.2206	0
INSERT	A Codo11.25	83329.414	95931.773	6.0352	0
INSERT	A Codo11.25	83287.261	95942.595	6.1856	0
INSERT	codo 45	83297.886	95941.481	6.1787	REDMENOR_ACUEDPROY
INSERT	codo 45	83104.397	95990.158	5.245	REDMENOR_ACUEDPROY
INSERT	codo 45	83099.789	95997.976	2.1034	REDMENOR_ACUEDPROY
INSERT	codo 45	82921.079	96007.319	0.0876	REDMENOR_ACUEDPROY
INSERT	A Codo11.25	82804.267	95882.891	1.0845	0
INSERT	A Codo11.25	82809.237	95892.139	4.1932	0
INSERT	A Codo11.25	82664.557	95688.246	0.2677	0
INSERT	codo 45	82662.104	95688.095	0.0617	REDMENOR_ACUEDPROY
INSERT	A Codo11.25	83153.106	95957.563	3.0398	0
INSERT	A Codo11.25	83134.923	95951.555	4.0128	0
INSERT	A Codo11.25	82909.76	95679.613	4.2378	0
INSERT	A Codo11.25	82902.293	95666.106	4.3809	0
INSERT	A Tee	82998.287	95791.313	4.0426	0
INSERT	A Tee	83002.043	95793.905	2.4063	0
INSERT	A Codo11.25	82885.216	95538.274	2.0148	0
INSERT	A Codo11.25	82900.606	95423.943	1.554	0
INSERT	A Codo11.25	82900.99	95473.287	1.7606	0
INSERT	A Codo11.25	82897.512	95498.487	1.8823	0
INSERT	A Codo11.25	82875.11	95560.921	2.1484	0
INSERT	A Codo11.25	82864.094	95580.262	2.2849	0
INSERT	A Codo11.25	82870.085	95328.954	1.1712	0
INSERT	A Codo11.25	82883.391	95356.467	1.281	0
INSERT	A Codo11.25	82879.01	95303.99	1.0931	0
INSERT	A Codo11.25	82903.917	95351.3	1.281	0
INSERT	A Codo11.25	82913.931	95380.353	1.403	0
INSERT	A Codo11.25	83113.643	95460.285	4.8056	0
INSERT	codo 45	83117.9	95455.335	5.5693	0
INSERT	A Codo11.25	83117.342	95502.39	4.7289	0
INSERT	A Tee	83124.028	95532.799	3.1569	0
INSERT	A Codo11.25	83119.689	95515.295	1.5873	0
INSERT	A Codo11.25	83325.934	95526.763	4.8719	0
INSERT	A Tee	83342.157	95461.667	2.4402	0
INSERT	A Codo11.25	83693.396	95187.212	1.5907	0
INSERT	A Codo11.25	83692.773	95235.068	1.7421	0
INSERT	A Codo11.25	83679.589	95297.872	1.9732	0
INSERT	A Codo11.25	83690.486	95153.335	1.492	0
INSERT	A Codo11.25	83657.33	95057.568	1.1899	0
INSERT	A Tee	83586.099	95255.599	0.8727	0
INSERT	A Tee	83324.075	95280.187	2.4396	0
INSERT	A Tee	83311.89	95265.836	5.5812	0
INSERT	A Tee	83239.748	95327.561	5.5812	0
INSERT	codo 45	83236.799	95330.087	2.4508	REDMENOR_ACUEDPROY
INSERT	codo 45	83230.689	95329.507	4.0216	REDMENOR_ACUEDPROY
INSERT	codo 45	83224.302	95336.81	0.88	REDMENOR_ACUEDPROY
INSERT	codo 45	83223.985	95340.14	1.6599	REDMENOR_ACUEDPROY
INSERT	A Tee	83229.178	95327.705	0.8688	0
INSERT	A Tee	82916.782	95394.324	4.499	0
INSERT	A Codo11.25	82727.939	95684.283	2.9726	0
INSERT	A Codo11.25	82755.669	95673.677	2.8212	0
INSERT	A Codo11.25	82783.237	95659.605	2.7164	0
INSERT	A Tee	82912.492	95528.807	3.3964	0
INSERT	codo 45	82913.132	95525.367	1.8256	0
INSERT	A Tee	82941.277	95529.705	3.1416	0
INSERT	A Tee	82890.178	95522.149	5.0398	0
INSERT	A Codo11.25	82860.454	95318.701	1.0225	0
INSERT	A Tee	82893.901	95389.709	4.4323	0
INSERT	A Tee	83022.58	95288.533	4.0097	0
INSERT	codo 45	83028.958	95283.153	5.5825	REDMENOR_ACUEDPROY
INSERT	codo 45	83034.716	95283.642	2.4409	REDMENOR_ACUEDPROY
INSERT	A Codo11.25	82688.367	95692.062	3.1438	0
INSERT	A Tee	82787.29	95226.618	0.8821	0
INSERT	A Tee	82789.589	95229.411	4.0237	0
INSERT	A Tee	82805.706	95216.078	0.8821	0
INSERT	A Tee	82918.923	95380.764	5.5945	0
INSERT	codo 45	83323.728	95939.294	3.8225	0
INSERT	codo 45	83323.398	95936.138	0.6809	0
INSERT	A Codo11.25	83342.255	95954.964	0.8204	0
INSERT	A Codo11.25	83344.915	95957.778	3.962	0
INSERT	A Tee	83156.239	95960.34	2.8881	0
INSERT	VALVULA PROY	82879.589	95547.633	0.4191	ACUEDPROYECTO
INSERT	codo 45	83420.548	95909.024	1.3159	0
INSERT	codo 45	83457.82	96033.467	3.164	0
INSERT	codo 45	83454.444	96027.661	3.927	0
INSERT	codo 45	83454.463	96021.078	0.7854	0
INSERT	codo 45	83449.289	96018.386	0	0
INSERT	A Tee	83668.351	95326.351	2.0691	0
INSERT	A Tee	83616.985	95542.104	3.1541	0
INSERT	A Tee	83554.146	95871.849	1.0561	0
INSERT	Union	83542.041	96195.313	1.5457	0
INSERT	A Tee	83586.672	96220.968	4.678	0
INSERT	A Tee	83593.632	96244.205	4.2203	0
INSERT	A Tee	83557.621	95862.852	2.6286	0
INSERT	Union	82936.031	96036.301	0.9389	0
INSERT	A Tee	83322.767	95936.695	5.3933	0
INSERT	A Tee	83310.565	95951.754	3.8225	0
INSERT	codo 45	82840.049	95928.498	3.2371	REDMENOR_ACUEDPROY
INSERT	codo 45	82846.604	95929.126	0.0907	REDMENOR_ACUEDPROY
INSERT	VALVULA PROY	83094.034	95997.572	1.3179	0
INSERT	A Tee	83088.643	95998.047	6.0304	0
INSERT	A Tee	82874	95675.393	0.8856	0
INSERT	A Tee	82972.065	95794.299	0.8856	0
INSERT	A Tee	82926.117	96008.854	3.6219	0
INSERT	A Tee	82649.994	95698.822	4.0043	0
INSERT	A Codo11.25	82675.942	95729.153	4.2231	0
INSERT	A Codo11.25	82670.777	95719.613	1.0815	0
INSERT	codo 45	82660.007	95710.906	3.2371	REDMENOR_ACUEDPROY
INSERT	codo 45	82663.948	95711.265	0.0907	REDMENOR_ACUEDPROY
INSERT	A Codo11.25	82671.506	95690.735	3.4924	0
INSERT	A Codo11.25	82681.799	95692.338	3.3028	0
INSERT	A Tee	82877.348	95556.051	5.1431	0
INSERT	A Tee	82857.665	95589.001	2.2051	0
INSERT	A Codo11.25	82838.993	95614.381	2.3893	0
INSERT	A Tee	82824.78	95627.601	5.5565	0
INSERT	A Codo11.25	82891.611	95638.521	4.5393	0
INSERT	A Codo11.25	82891.521	95577.919	4.8699	0
INSERT	A Codo11.25	82889.392	95626.325	4.5255	0
INSERT	A Codo11.25	82888.382	95596.838	4.6804	0
INSERT	A Tee	83245.334	95347.048	5.5792	0
INSERT	A Tee	83488.49	95140.578	5.5851	0
INSERT	A Tee	83163.176	95533.526	3.1569	0
INSERT	A Tee	83693.291	95195.295	4.7262	0
INSERT	A Tee	83625.683	95407.437	5.2107	0
INSERT	A Tee	83511.338	95626.505	5.1416	0
INSERT	A Tee	83588.409	96013.833	4.7432	0
INSERT	codo 45	82912.087	95523.604	4.9672	0
INSERT	A Tee	82897.075	95564.715	0.4175	0
INSERT	_None	83769.237	95548.194	0.531	Acueducto-datos de la red 1000
INSERT	_None	83714.545	95608.168	4.0766	ACUEDUCTO-DATOS DE LA RED 2500
INSERT	Union	83443.169	95966.798	1.4397	0
INSERT	A$C6B1C283F	82991.169	95817.127	1.5721	edicion oculto
INSERT	A$C6B1C283F	82991.169	95817.127	1.5721	edicion oculto
INSERT	A Tee	83585.562	96167.324	4.678	0
INSERT	A Tee	82731.471	95682.932	2.7762	0
INSERT	A Tee	83526.158	95594.457	5.1996	0
INSERT	A Tee	83022.359	95294.109	5.5805	0
INSERT	A Tee	83587.983	96029.423	4.7273	0
INSERT	A$C6B1C283F	83830.594	95296.85	3.058	edicion oculto
INSERT	A$C6B1C283F	83843.245	95334.565	1.8931	edicion oculto
INSERT	A$C6B1C283F	83820.385	95462.74	2.5881	edicion oculto
INSERT	A$C6B1C283F	83328.434	95537.554	3.8429	edicion oculto
INSERT	A$C6B1C283F	83244.599	95351.526	0.1866	edicion oculto
INSERT	A$C6B1C283F	83076.777	95137.447	4.7262	edicion oculto
INSERT	A$C6B1C283F	82984.073	95210.131	3.1333	edicion oculto
INSERT	A$C6B1C283F	82979.917	95530.301	3.8429	edicion oculto
INSERT	A$C6B1C283F	83163.045	95533.937	3.8429	edicion oculto
INSERT	A$C6B1C283F	83247.223	95535.708	3.8429	edicion oculto
INSERT	A$C6B1C283F	83374.762	95538.606	3.8429	edicion oculto
INSERT	A$C6B1C283F	83464.568	95540.647	3.8429	edicion oculto
INSERT	A$C6B1C283F	83608.213	95545.644	3.8429	edicion oculto
INSERT	A$C6B1C283F	83697.871	95559.11	4.3254	edicion oculto
INSERT	A$C6B1C283F	83732.63	95578.772	1.2785	edicion oculto
INSERT	A$C6B1C283F	83616.539	95593.781	0.7254	edicion oculto
INSERT	A$C6B1C283F	83177.577	95581.858	0.7146	edicion oculto
INSERT	A$C6B1C283F	83103.91	95579.296	5.4324	edicion oculto
INSERT	A$C6B1C283F	83821.292	95462.622	4.1638	edicion oculto
INSERT	A$C6B1C283F	83528.939	95595.844	1.2043	edicion oculto
INSERT	A$C6B1C283F	82863.293	95662.954	0	edicion oculto
INSERT	A$C6B1C283F	83094.393	95945.863	2.1944	edicion oculto
INSERT	A Tee	83587.259	96055.866	4.7522	0
INSERT	A$C6B1C283F	82889.343	95576.798	5.8987	edicion oculto
INSERT	A$C6B1C283F	83843.955	95333.984	3.5143	edicion oculto
INSERT	A Tee	83419.924	95908.191	6.0283	0
INSERT	A Tee	83496.794	95695.187	4.8278	0
INSERT	A$C6B1C283F	83830.594	95296.85	3.058	edicion oculto
INSERT	A$C6B1C283F	83843.245	95334.565	1.8931	edicion oculto
INSERT	A$C6B1C283F	83820.385	95462.74	2.5881	edicion oculto
INSERT	A$C6B1C283F	83328.434	95537.554	3.8429	edicion oculto
INSERT	A Tee	83157.627	95396.868	2.4376	0
INSERT	A Tee	83101.302	95474.226	1.49	0
INSERT	A Tee	83095.871	95441.627	4.4354	0
INSERT	A Tee	83063.078	95352.956	4.2386	0
INSERT	A$C6B1C283F	83244.599	95351.526	0.1866	edicion oculto
INSERT	A Tee	83251.58	95341.721	2.4455	0
INSERT	A Tee	83081.649	95127.948	2.4433	0
INSERT	A Tee	83126.798	95090.019	5.5914	0
INSERT	A$C6B1C283F	83076.777	95137.447	4.7262	edicion oculto
INSERT	A$C6B1C283F	82984.073	95210.131	3.1333	edicion oculto
INSERT	A Tee	82900.189	95421.241	1.4521	0
INSERT	A$C6B1C283F	82979.917	95530.301	3.8429	edicion oculto
INSERT	A$C6B1C283F	83163.045	95533.937	3.8429	edicion oculto
INSERT	A$C6B1C283F	83247.223	95535.708	3.8429	edicion oculto
INSERT	A$C6B1C283F	83374.762	95538.606	3.8429	edicion oculto
INSERT	A$C6B1C283F	83464.568	95540.647	3.8429	edicion oculto
INSERT	A$C6B1C283F	83608.213	95545.644	3.8429	edicion oculto
INSERT	A$C6B1C283F	83697.871	95559.11	4.3254	edicion oculto
INSERT	A$C6B1C283F	83732.63	95578.772	1.2785	edicion oculto
INSERT	Union	83555.449	95858.95	1.0481	0
INSERT	A$C6B1C283F	83616.539	95593.781	0.7254	edicion oculto
INSERT	A Tee	83535.567	95585.974	0.0225	0
INSERT	A Tee	83326.06	95582.015	0.0211	0
INSERT	A$C6B1C283F	83177.577	95581.858	0.7146	edicion oculto
INSERT	A$C6B1C283F	83103.91	95579.296	5.4324	edicion oculto
INSERT	Union	83117.971	95582.596	1.7419	0
INSERT	Union	83103.185	95581.761	1.8863	0
INSERT	A Tee	83103.556	95578.026	0.0159	0
INSERT	A Tee	83239.745	95580.248	0.0194	0
INSERT	A Tee	83609.868	95542.01	3.1439	0
INSERT	A Tee	83563.94	95541.352	3.1445	0
INSERT	A Tee	83559.84	95531.269	5.2119	0
INSERT	A Tee	83464.72	95539.599	3.1569	0
INSERT	A Tee	83374.909	95537.754	3.1569	0
INSERT	A Tee	83325.759	95536.744	3.1569	0
INSERT	A Tee	83105.523	95532.522	3.1569	0
INSERT	A Tee	82980.023	95530.309	3.1705	0
INSERT	A Tee	83034.453	95869.758	0.8856	0
INSERT	A Tee	82961.156	95575.336	0.008	0
INSERT	A Tee	82849.791	95932.926	4.0143	0
INSERT	A Tee	82984.415	95809.262	4.0189	0
INSERT	A Tee	82974.127	95334.517	5.5871	0
INSERT	A Tee	82980.663	95329.021	2.4603	0
INSERT	A Tee	82974.814	95223.642	1.6579	0
INSERT	A Tee	82979.567	95213.593	2.4433	0
INSERT	A Tee	83026.736	95174.03	2.4433	0
INSERT	A Tee	83069.963	95137.773	5.5849	0
INSERT	A Tee	83062.058	95144.372	5.5959	0
INSERT	A Tee	83115.337	95191.901	4.0127	0
INSERT	A Tee	83193.259	95284.856	4.0104	0
INSERT	A Tee	83532.403	95103.292	5.5774	0
INSERT	A Tee	83331.427	95273.944	5.5774	0
INSERT	A Tee	83274.593	95322.205	5.5774	0
INSERT	A Tee	83361.435	95248.464	5.5774	0
INSERT	A Tee	83390.457	95223.82	5.5774	0
INSERT	A Tee	83449.017	95174.097	5.5774	0
INSERT	A Tee	83537.163	95296.938	5.5812	0
INSERT	A Tee	83479.071	95346.01	5.5812	0
INSERT	A Tee	83456.759	95364.741	2.4396	0
INSERT	A Tee	83410.645	95403.739	5.5812	0
INSERT	Union	83328.174	95596.103	1.3785	0
INSERT	A$C6B1C283F	83821.292	95462.622	4.1638	edicion oculto
INSERT	A$C6B1C283F	83528.939	95595.844	1.2043	edicion oculto
INSERT	A$C6B1C283F	82863.293	95662.954	0	edicion oculto
INSERT	A$C6B1C283F	83094.393	95945.863	2.1944	edicion oculto
INSERT	VALVULA PROY	83016.034	95297.015	0.8901	0
INSERT	VALVULA PROY	83035.035	95289.73	5.6595	0
INSERT	VALVULA PROY	83247.734	95338.506	5.5617	0
INSERT	VALVULA PROY	83363.446	95244.349	0.8546	0
INSERT	VALVULA PROY	82866.363	95667.581	2.4523	0
INSERT	VALVULA PROY	83325.098	95586.525	6.0708	0
INSERT	codo 45	82861.982	95659.336	0.8822	0
INSERT	A Codo11.25	83321.122	95581.343	4.6067	0
INSERT	A Codo11.25	83098.607	95581.438	1.7638	0
INSERT	A Codo11.25	83113.462	95581.635	1.7638	0
INSERT	A Tee	82917.728	95398.968	4.5103	0
INSERT	A Codo11.25	82917.073	95477.539	1.7697	0
INSERT	A Codo11.25	82799.472	95649.123	2.6067	0
INSERT	A Tee	83125.786	95204.39	0.8713	0
INSERT	A Tee	82916.119	96011.478	4.0117	0
INSERT	codo 45	83607.938	95875.646	2.2384	0
INSERT	codo 45	83617.641	95855.789	0.6683	0
INSERT	A Tee	83198.063	95290.588	0.8577	0
INSERT	VALVULA PROY	83120.937	95206.102	0.8825	0
INSERT	A Codo11.25	83500.671	95661.853	5.0095	0
INSERT	A Tee	83495.819	95705.325	4.7608	0
INSERT	VALVULA PROY	83506.232	95539.197	1.627	0
INSERT	A Tee	83563.595	95524.168	5.1971	0
INSERT	A Tee	83671.526	95319.915	5.1043	0
INSERT	A Tee	83679.485	95114.795	4.4191	0
INSERT	VALVULA PROY	83573.719	95540.237	1.6291	0
INSERT	A Codo11.25	83564.532	95536.047	5.1656	0
INSERT	A Tee	83013.812	95301.269	2.4529	0
INSERT	A Codo11.25	83095.595	95458.214	1.4902	0
INSERT	A Codo11.25	83076.907	95389.5	1.2939	0
INSERT	A Codo11.25	83044.951	95323.969	1.0975	0
INSERT	codo 45	83031.839	95300.422	0.9011	0
INSERT	codo 45	83028.24	95300.008	4.0379	0
INSERT	codo 45	83023.075	95293.527	2.4571	0
INSERT	codo 45	83024.042	95289.242	1.6644	0
INSERT	codo 45	82974.228	95229.09	4.7995	0
INSERT	codo 45	82974.659	95217.729	5.5849	0
INSERT	A Tee	83589.681	95054.654	5.5851	0
INSERT	codo 45	83596.993	95053.025	3.223	0
INSERT	codo 45	83590.706	95052.512	0.0814	0
INSERT	A Tee	83123.48	95450.517	5.5792	0
INSERT	VALVULA PROY	83233.777	95354.501	0.8546	0
INSERT	A Tee	83231.264	95358.995	5.5685	0
INSERT	A Tee	83480.805	95147.104	5.5851	0
INSERT	A Tee	83574.65	95265.272	2.4414	0
INSERT	A Tee	83331.887	95475.99	1.6867	0
INSERT	codo 45	83331.854	95470.38	5.6115	0
INSERT	VALVULA PROY	83324.682	95529.919	0.0172	0
INSERT	VALVULA PROY	83104.393	95528.352	6.281	0
INSERT	A Tee	83622.598	95587.789	0.0211	0
INSERT	A Codo11.25	83319.013	95581.896	3.3543	0
INSERT	A Codo11.25	83317.254	95581.516	0.2127	0
INSERT	A Tee	83190.324	95579.44	3.1575	0
INSERT	A Tee	83046.887	95577.094	3.1575	0
INSERT	A Tee	82937.214	95752.041	4.01	0
INSERT	A Tee	82667.072	95689.147	3.4855	0
INSERT	VALVULA PROY	82940.69	96025.383	2.4409	0
TEXT	ww	83032.886	95986.173	0	ACUERETIRAR 1000
TEXT	ww	83234.457	95883.14	0	ACUERETIRAR 1000
TEXT	ww	83582.305	96026.754	0	ACUERETIRAR 1000
TEXT	ww	83582.865	96010.676	0	ACUERETIRAR 1000
TEXT	ww	83583.061	95998.231	0	ACUERETIRAR 1000
TEXT	ww	83583.493	95981.77	0	ACUERETIRAR 1000
TEXT	ww	83583.923	95966.826	0	ACUERETIRAR 1000
TEXT	ww	83584.047	95953.488	0	ACUERETIRAR 1000
TEXT	ww	83582.914	95943.674	0	ACUERETIRAR 1000
TEXT	ww	83573.509	95915.135	0	ACUERETIRAR 1000
TEXT	ww	83566.778	95903.293	0	ACUERETIRAR 1000
TEXT	ww	83559.593	95890.694	0	ACUERETIRAR 1000
TEXT	ww	83513.609	95773.685	0	ACUERETIRAR 1000
TEXT	ww	83581.427	95714.794	0	ACUERETIRAR 1000
TEXT	ww	83578.158	95717.527	0	ACUERETIRAR 1000
TEXT	ww	83563.483	95718.928	0	ACUERETIRAR 1000
TEXT	ww	83550.625	95720.23	0	ACUERETIRAR 1000
TEXT	ww	83531.441	95722.249	0	ACUERETIRAR 1000
TEXT	ww	83518.284	95723.75	0	ACUERETIRAR 1000
TEXT	ww	83500.667	95723.752	0	ACUERETIRAR 1000
TEXT	ww	83500.281	95717.755	0	ACUERETIRAR 1000
TEXT	ww	83501.084	95728.361	0	ACUERETIRAR 1000
TEXT	ww	83269.124	95933.36	0	ACUERETIRAR 1000
TEXT	ww	83271.138	95940.807	0	ACUERETIRAR 1000
TEXT	ww	82991.857	96008.033	0	ACUERETIRAR 1000
TEXT	ww	83158.652	95961.391	0	ACUERETIRAR 1000
TEXT	ww	83161.246	95971.146	0	ACUERETIRAR 1000
TEXT	ww	83270.108	95948.99	0	ACUERETIRAR 1000
TEXT	ww	83262.671	95950.9	0	ACUERETIRAR 1000
TEXT	ww	83252.388	95953.369	0	ACUERETIRAR 1000
TEXT	ww	83242.049	95956.201	0	ACUERETIRAR 1000
TEXT	ww	83028.476	95994.864	0	ACUERETIRAR 1000
TEXT	ww	83015.791	95998.117	0	ACUERETIRAR 1000
TEXT	ww	83002.385	96001.485	0	ACUERETIRAR 1000
TEXT	ww	82985.447	96006.012	0	ACUERETIRAR 1000
TEXT	ww	82974.896	96008.66	0	ACUERETIRAR 1000
TEXT	ww	83032.161	95985.961	0	ACUERETIRAR
TEXT	ww	83234.272	95884.01	0	ACUERETIRAR
TEXT	ww	83582.972	96026.87	0	ACUERETIRAR
TEXT	ww	83583.531	96011.071	0	ACUERETIRAR
TEXT	ww	83583.644	95998.672	0	ACUERETIRAR
TEXT	ww	83583.936	95982.204	0	ACUERETIRAR
TEXT	ww	83584.396	95966.885	0	ACUERETIRAR
TEXT	ww	83584.506	95953.392	0	ACUERETIRAR
TEXT	ww	83583.156	95943.057	0	ACUERETIRAR
TEXT	ww	83574.229	95915.18	0	ACUERETIRAR
TEXT	ww	83567.445	95903.141	0	ACUERETIRAR
TEXT	ww	83560.294	95890.343	0	ACUERETIRAR
TEXT	ww	83513.746	95774.547	0	ACUERETIRAR
TEXT	ww	83581.934	95714.831	0	ACUERETIRAR
TEXT	ww	83577.259	95718.264	0	ACUERETIRAR
TEXT	ww	83562.938	95719.565	0	ACUERETIRAR
TEXT	ww	83550.042	95720.945	0	ACUERETIRAR
TEXT	ww	83531.055	95723.15	0	ACUERETIRAR
TEXT	ww	83517.719	95724.278	0	ACUERETIRAR
TEXT	ww	83499.831	95717.876	0	ACUERETIRAR
TEXT	ww	83500.941	95729.254	0	ACUERETIRAR
TEXT	ww	83268.018	95932.068	0	ACUERETIRAR
TEXT	ww	83270.095	95939.755	0	ACUERETIRAR
TEXT	ww	82991.082	96007.708	0	ACUERETIRAR
TEXT	ww	83158.252	95961.69	0	ACUERETIRAR
TEXT	ww	83160.005	95969.416	0	ACUERETIRAR
TEXT	ww	83268.235	95950.25	0	ACUERETIRAR
TEXT	ww	83261.162	95952.245	0	ACUERETIRAR
TEXT	ww	83252.276	95954.219	0	ACUERETIRAR
TEXT	ww	83241.997	95956.935	0	ACUERETIRAR
TEXT	ww	83027.218	95995.918	0	ACUERETIRAR
TEXT	ww	83014.308	95999.258	0	ACUERETIRAR
TEXT	ww	83000.693	96002.834	0	ACUERETIRAR
TEXT	ww	82985.161	96006.859	0	ACUERETIRAR
TEXT	ww	82974.794	96009.36	0	ACUERETIRAR
TEXT	\A1;{\W0.8;6.80-Ø4"-PVC}	83125.108	95588.794	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;6.5-Ø6"-PVC}	83105.522	95591.033	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;ACOMETIDA\P2.85-Ø4"-PVC\PA REMPLAZAR %%C%%C2"}	83096.35	95592.252	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;2.05-Ø6"-PVC}	83105.728	95579.901	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.72-Ø6"-PVC}	83105.148	95582.761	0	Acueducto-datos de la red 250
TEXT	\A1;\pxql;{\W0.8;EMPATE EN\PLINEA DE Ø6"}	83111.075	95586.489	0	Acueducto-datos de la red 250
TEXT	\A1;\pxql;{\W0.8;EMPATE EN\PLINEA DE Ø4"}	83126.061	95586.52	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.71-Ø4"-PVC}	83126.201	95583.081	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;71.92-Ø12"-PVC}	83119.463	95573.646	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;5.55-Ø12"-PVC}	83098.387	95574.164	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;56.68-Ø12"-PVC}	83094.034	95581.158	0	Acueducto-datos de la red 250
TEXT	\A1;\pxql;{\W0.8;ACOMETIDA
5.00-Ø2"-PVC\PCOTA DE CONEXIÓN}\P{\W0.8;2563.08}	83628.857	95869.63	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.90-Ø4"-HD}	83550.073	95862.939	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.27-Ø4"-PVC}	83551.654	95865.063	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.28-Ø4"-PVC}	83619.154	95851.429	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.89-Ø4"-HD}	83619.856	95850.03	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;ACOMETIDA
6.00-Ø2-PVC\PCOTA DE CONEXIÓN}\P{\W0.8;2552.18}	82867.821	95675.775	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;RED MATRIZ Ø24"}	82864.266	95640.206	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.90-Ø4"-HD}	82906.819	95655.446	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;4.28-Ø4"-PVC}	82906.503	95658.394	0	Acueducto-datos de la red 250
TEXT	\A1;\pxql;{\W0.8;VALVULA DE CIERRE\PPERMANENTE Ø8"}	82837.964	95628.313	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;HIDRANTE %%C4"}	82909.341	95651.027	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;HIDRANTE %%C4"}	82675.447	95683.856	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;HIDRANTE %%C4"}	82675.387	95708.282	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;HIDRANTE %%C4"}	83342.259	95937.365	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;VALVULA DE CIERRE\PPERMANENTE Ø8"}	82650.961	95708.249	0	Acueducto-datos de la red 250
TEXT	\A1;{\W0.8;1.89-Ø4"-HD}	82665.034	95683.257	0	Acueducto-datos de la red 250
