ORIGEN	CAPITULO	SUBCAPITULO	CODIGO	NOMBRE	UM	VALOR
Antiguo	EXCAVACIONES	EXC. CONFORMACIÓN DE SUBRASANTE	3007	REPLANTEO GENERAL	M2	1081
Antiguo	EXCAVACIONES	EXC. ESTRUCTURAS Y REDES	3009	EXCAVACION MANUAL PARA REDES PROFUNDIDAD 0M - 2M (INCLUYE CARGUE)	M3	58471
Antiguo	DEMOLICIONES	DEMOLICIONES	3010	DEMOLICION PAVIMENTO ASFALTICO (INCLUYE CARGUE). NO INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL DE SOBRANTES.	M3	43555
Antiguo	DEMOLICIONES	DEMOLICIONES	3011	DEMOLICION MANUAL SARDINEL EXISTENTE (INCLUYE CARGUE). NO INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL DE SOBRANTES.	ML	8176
Antiguo	DEMOLICIONES	DEMOLICIONES	3012	DEMOLICIÓN PISOS DE CONCRETO (ESPESOR VARIABLE HASTA 0.10 M. INCLUYE CARGUE). NO INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL DE SOBRANTES.	M2	9583
Antiguo	REDES ELECTRICAS	RED ELECTRICA CODENSA	3015	RETIRO DE POSTES DE AP/LA (INCLUYE TRASLADO A SITIO DE ACOPIO)	UN	256334
Antiguo	TRANSPORTES Y ACARREOS	TRANSPORTES Y ACARREOS	3017	TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE 21 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE.	M3	45734
Antiguo	RELLENOS Y CAPAS GRANULARES	RELLENOS EN TIERRA	3018	RELLENO EN TIERRA NEGRA PARA EMPRADIZACION (SUMINISTRO Y EXTENDIDO)	M3	111152
Antiguo	DEMOLICIONES	DEMOLICIONES	3021	DEMOLICION PAVIMENTO ASFALTICO (ESPESOR VARIABLE. INCLUYE CARGUE). NO INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL DE SOBRANTES.	M2	8838
Antiguo	DEMOLICIONES	DEMOLICIONES	3022	DEMOLICIÓN PISOS DE CONCRETO (INCLUYE CARGUE). NO INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL DE SOBRANTES.	M3	64547
Antiguo	RELLENOS Y CAPAS GRANULARES	RELLENOS PARA ANDENES Y REDES	3024	RELLENO PARA REDES EN ARENA DE PEÑA (SUMINISTRO, EXTENDIDO, HUMEDECIMIENTO Y COMPACTACIÓN)	M3	182185
Antiguo	ANDENES Y SARDINELES	SARDINELES Y BORDILLOS	3027	SARDINEL TIPO A10 (SUMINISTRO E INSTALACIÓN. INCLUYE 3CM MORTERO 1:5)	ML	90524
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3041	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=4" (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	39297
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3042	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=6" (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	66044
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3043	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=8" (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	91366
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3044	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=10" (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	128594
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3045	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=12" (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	179457
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3046	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=16" (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	317101
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3047	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=18" (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	430046
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3048	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=20" (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	523908
Antiguo	RELLENOS Y CAPAS GRANULARES	RELLENOS PARA ANDENES Y REDES	3050	RELLENO EN MATERIAL SELECCIONADO PROVENIENTE DE LA EXCAVACIÓN (EXTENDIDO MANUAL, HUMEDECIMIENTO Y COMPACTACIÓN)	M3	48122
Antiguo	RELLENOS Y CAPAS GRANULARES	RELLENOS PARA ANDENES Y REDES	3052	RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (SUMINISTRO, EXTENDIDO, HUMEDECIMIENTO Y COMPACTACIÓN)	M3	123218
Antiguo	REDES TELEFONICAS / DATOS	RED TELEFONICA ETB	3055	12 DUCTOS D=4" PVC-TDP (INCLUYE SUMINISTRO E INSTALACIÓN. NO INCLUYE RELLENOS)	ML	360330
Antiguo	REDES TELEFONICAS / DATOS	RED TELEFONICA ETB	3056	16 DUCTOS D=4" PVC-TDP (INCLUYE SUMINISTRO E INSTALACIÓN. NO INCLUYE RELLENOS)	ML	477849
Antiguo	REDES TELEFONICAS / DATOS	RED TELEFONICA ETB	3057	CAMARA DE INSPECCIÓN T-13 ETB (H=2.3M. INCLUYE BASE, MUROS, CUBIERTA, ARO-BASE Y ARO-TAPA)	UN	5496717
Antiguo	REDES TELEFONICAS / DATOS	RED TELEFONICA ETB	3058	CAMARA DE INSPECCIÓN T-13A ETB (H=2.3M. INCLUYE BASE, MUROS, CUBIERTA, ARO-BASE Y ARO-TAPA)	UN	9002389
Antiguo	REDES TELEFONICAS / DATOS	RED TELEFONICA ETB	3059	CAMARA DE INSPECCIÓN T-14 ETB (H=2.3M. INCLUYE BASE, MUROS, CUBIERTA, ARO-BASE Y ARO-TAPA)	UN	5405503
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3064	TUBERIA CONCRETO D=8" CL. I SIN REFUERZO (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	103912
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3065	TUBERIA CONCRETO D=10" CL. I SIN REFUERZO (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	125262
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3066	TUBERIA CONCRETO D=12" CL. I SIN REFUERZO (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	162873
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3067	TUBERIA CONCRETO D=14" CL. I SIN REFUERZO (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	194640
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3068	TUBERIA CONCRETO D=16" CL. I SIN REFUERZO (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	250158
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3069	TUBERIA CONCRETO D=18" CL. I SIN REFUERZO (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	315153
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3070	TUBERIA CONCRETO D=20" CL. I SIN REFUERZO (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	403869
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3071	TUBERIA CONCRETO D=24" CL. I SIN REFUERZO (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	583226
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3151	SUMIDERO LATERAL SL-100, H=1.25M (FUNDIDO EN SITIO, CONCRETO PREMEZCLADO. INCL. SUMIN, FORM, REF. Y CONSTR. INCL. TAPA)	UN	3325537
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	3155	DEMOLICION SUMIDERO EXISTENTE (INCLUYE CARGUE)	UN	201905
Antiguo	REDES ELECTRICAS	RED ELECTRICA CODENSA	3159	2 DUCTOS D=3" PVC-EB (INCLUYE SUMINISTRO E INSTALACIÓN. NO INCLUYE RELLENOS). NORMA CS207.	ML	41892
Antiguo	ANDENES Y SARDINELES	SARDINELES Y BORDILLOS	3163	SEPARADOR 'NEW JERSEY' BIDIRECCIONAL 1.5M X 0.6M X 1.1M (PREFABRICADO. INCLUYE SUM. E INST. NO INC. MATERIAL DE BASE)	ML	376877
Antiguo	MOBILIARIO URBANO - ARBOLES Y GRAMAS	SIEMBRA DE ARBOLES Y GRAMA	3172	SIEMBRA DE GRAMA (INCLUYE SUMINISTRO E INSTALACIÓN. NO INCLUYE TIERRA NEGRA)	M2	24882
Antiguo	SEÑALIZACIÓN	DEMARCACION DE PAVIMENTOS	3178	DEMARCACION PASO PEATONAL-CEBRA (E=15 MILS, ACRÍLICA BASE AGUA. INC. SUMIN. Y APLIC. CON EQUIPO. INCL. MICROESFERAS)	M2	45802
Antiguo	SEÑALIZACIÓN	DEMARCACION DE PAVIMENTOS	3180	DEMARCACION PASO PEATONAL-LINEA CONT. A=0.15M (E=15 MILS, ACRÍLICA B. AGUA. INC. SUM Y APLIC. CON EQUIPO. INC MICROESF.)	ML	7974
Antiguo	REDES ELECTRICAS	RED ELECTRICA CODENSA	3189	6 DUCTOS D=4" Y 3 DUCTOS D=6" PVC-TDP (INCLUYE SUMINISTRO E INSTALACIÓN. NO INCLUYE RELLENOS). NORMA CS215.	ML	372392
Antiguo	REDES TELEFONICAS / DATOS	RED TELEFONICA ETB	3194	6 DUCTOS D=3" PVC-TDP (INCLUYE SUMINISTRO E INSTALACIÓN. NO INCLUYE RELLENOS)	ML	153527
Antiguo	REDES TELEFONICAS / DATOS	RED TELEFONICA ETB	3195	2 DUCTOS D=4" PVC-TDP (INCLUYE SUMINISTRO E INSTALACIÓN. NO INCLUYE RELLENOS)	ML	63509
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3196	UNION GIBAULT D=3" (SUMINISTRO E INSTALACIÓN)	UN	204994
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3197	UNION GIBAULT D=4" (SUMINISTRO E INSTALACIÓN)	UN	256810
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3198	UNION GIBAULT D=6" (SUMINISTRO E INSTALACIÓN)	UN	346993
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3199	UNION GIBAULT D=8" (SUMINISTRO E INSTALACIÓN)	UN	371482
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3200	UNION GIBAULT D=10" (SUMINISTRO E INSTALACIÓN)	UN	694163
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3201	UNION GIBAULT D=12" (SUMINISTRO E INSTALACIÓN)	UN	1041325
Antiguo	CONCRETO Y ACERO PARA ESTRUCTURAS	CONCRETO PARA ESTRUCTURAS	3202	CONCRETO 3000 PSI HECHO EN OBRA PARA REDES (SUMINISTRO Y COLOCACIÓN)	M3	751398
Antiguo	CONCRETO Y ACERO PARA ESTRUCTURAS	CONCRETO PARA ESTRUCTURAS	3203	CONCRETO 2500 PSI HECHO EN OBRA PARA REDES (SUMINISTRO Y COLOCACIÓN)	M3	669645
Antiguo	PAVIMENTOS	PAVIMENTOS EN CONCRETO HIDRAULICO	3204	LOSA DE CONCRETO MR43 (SUMINISTRO, FORMALETEADO, COLOCACIÓN Y ACABADO. NO INCLUYE ACERO, CURADO, JUNTAS)	M3	977648
Antiguo	ANDENES Y SARDINELES	SARDINELES Y BORDILLOS	3207	SARDINEL ESPECIAL A100 PARA RAMPA TIPO A (SUMINISTRO E INSTALACIÓN. INCLUYE 3CM MORTERO 1:5)	UN	69768
Antiguo	ANDENES Y SARDINELES	SARDINELES Y BORDILLOS	3209	BORDE SEPARADOR VERDE TIPO A170 (SUMINISTRO E INSTALACIÓN. INCLUYE 3CM MORTERO 1:5)	ML	471999
Antiguo	ANDENES Y SARDINELES	SARDINELES Y BORDILLOS	3210	BORDILLO PREFABRICADO A80 (SUMINISTRO E INSTALACIÓN. INCLUYE 3CM MORTERO DE NIVELACIÓN 2000 PSI)	ML	82582
Antiguo	REDES ELECTRICAS	RED ELECTRICA CODENSA	3221	CAJA DE INSPECCIÓN PARA ALUMBRADO PÚBLICO NORMA CODENSA CS 274 (ZVERDE. INCLUYE BASE, MUROS, PAÑETE, MARCO Y TAPA). MEDIDAS EXTERNAS: 0.90 X 0.90M. MEDIDAS INTERNAS: 0.60 X 0.60M. ALTURA: 0.93M.	UN	888282
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3223	TUBERIA PVC D=2" TIPO U.M. RDE 21 (SUMINISTRO E INSTALACIÓN)	ML	26617
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3224	TUBERIA PVC D=2 1/2" TIPO U.M. RDE 21 (SUMINISTRO E INSTALACIÓN)	ML	36526
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3225	TUBERIA PVC D=3" TIPO U.M. RDE 21 (SUMINISTRO E INSTALACIÓN)	ML	59868
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3226	TUBERIA PVC D=4" TIPO U.M. RDE 21 (SUMINISTRO E INSTALACIÓN)	ML	76083
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3227	TUBERIA PVC D=6" TIPO U.M. RDE 21 (SUMINISTRO E INSTALACIÓN)	ML	151759
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3228	TUBERIA PVC D=8" TIPO U.M. RDE 21 (SUMINISTRO E INSTALACIÓN)	ML	250672
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3229	TUBERIA PVC D=10" TIPO U.M. RDE 21 (SUMINISTRO E INSTALACIÓN)	ML	390190
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3230	TUBERIA PVC D=12" TIPO U.M. RDE 21 (SUMINISTRO E INSTALACIÓN)	ML	533659
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3231	TUBERIA PVC D=2" TIPO U.M. RDE 26 (SUMINISTRO E INSTALACIÓN)	ML	23172
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3232	TUBERIA PVC D=2 1/2" TIPO U.M. RDE 26 (SUMINISTRO E INSTALACIÓN)	ML	31427
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3233	TUBERIA PVC D=3" TIPO U.M. RDE 26 (SUMINISTRO E INSTALACIÓN)	ML	50824
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3234	TUBERIA PVC D=4" TIPO U.M. RDE 26 (SUMINISTRO E INSTALACIÓN)	ML	65505
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3235	TUBERIA PVC D=6" TIPO U.M. RDE 26 (SUMINISTRO E INSTALACIÓN)	ML	126872
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3236	TUBERIA PVC D=8" TIPO U.M. RDE 26 (SUMINISTRO E INSTALACIÓN)	ML	209349
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3237	TUBERIA PVC D=10" TIPO U.M. RDE 26 (SUMINISTRO E INSTALACIÓN)	ML	321751
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3238	TUBERIA PVC D=12" TIPO U.M. RDE 26 (SUMINISTRO E INSTALACIÓN)	ML	460130
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3239	TUBERIA PVC D=3" TIPO U.M. RDE 32.5 (SUMINISTRO E INSTALACIÓN)	ML	42294
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3240	TUBERIA PVC D=4" TIPO U.M. RDE 32.5 (SUMINISTRO E INSTALACIÓN)	ML	54140
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3241	TUBERIA PVC D=6" TIPO U.M. RDE 32.5 (SUMINISTRO E INSTALACIÓN)	ML	106141
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3242	TUBERIA PVC D=8" TIPO U.M. RDE 32.5 (SUMINISTRO E INSTALACIÓN)	ML	174106
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3243	TUBERIA PVC D=10" TIPO U.M. RDE 32.5 (SUMINISTRO E INSTALACIÓN)	ML	267933
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3245	TUBERIA PVC D=12" TIPO U.M. RDE 32.5 (SUMINISTRO E INSTALACIÓN)	ML	380579
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3246	TUBERIA PVC D=4" TIPO U.M. RDE 41 (SUMINISTRO E INSTALACIÓN)	ML	44088
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3247	TUBERIA PVC D=6" TIPO U.M. RDE 41 (SUMINISTRO E INSTALACIÓN)	ML	88318
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3248	TUBERIA PVC D=8" TIPO U.M. RDE 41 (SUMINISTRO E INSTALACIÓN)	ML	142854
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3249	TUBERIA PVC D=10" TIPO U.M. RDE 41 (SUMINISTRO E INSTALACIÓN)	ML	219157
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3250	TUBERIA PVC D=12" TIPO U.M. RDE 41 (SUMINISTRO E INSTALACIÓN)	ML	292739
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3251	TEE HD EXTREMO LISO 6"X2" (SUMINISTRO E INSTALACIÓN)	UN	921117
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3252	TEE HD EXTREMO LISO 6"X3" (SUMINISTRO E INSTALACIÓN)	UN	838880
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3253	TEE HD EXTREMO LISO 6"X4" (SUMINISTRO E INSTALACIÓN)	UN	807074
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3254	TEE HD EXTREMO LISO 6"X6" (SUMINISTRO E INSTALACIÓN)	UN	1001044
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3255	TEE HD EXTREMO LISO 8"X2" (SUMINISTRO E INSTALACIÓN)	UN	1264786
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3256	TEE HD EXTREMO LISO 8"X3" (SUMINISTRO E INSTALACIÓN)	UN	1393306
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3257	TEE HD EXTREMO LISO 8"X4" (SUMINISTRO E INSTALACIÓN)	UN	1575376
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3258	TEE HD EXTREMO LISO 8"X6" (SUMINISTRO E INSTALACIÓN)	UN	1646776
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3259	TEE HD EXTREMO LISO 8"X8" (SUMINISTRO E INSTALACIÓN)	UN	1715796
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3260	TEE HD EXTREMO LISO 10"X2" (SUMINISTRO E INSTALACIÓN)	UN	1890785
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3261	TEE HD EXTREMO LISO 10"X3" (SUMINISTRO E INSTALACIÓN)	UN	2266825
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3262	TEE HD EXTREMO LISO 10"X4" (SUMINISTRO E INSTALACIÓN)	UN	2348935
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3263	TEE HD EXTREMO LISO 10"X6" (SUMINISTRO E INSTALACIÓN)	UN	2565515
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3264	TEE HD EXTREMO LISO 10"X8" (SUMINISTRO E INSTALACIÓN)	UN	2835645
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3265	TEE HD EXTREMO LISO 10"X10" (SUMINISTRO E INSTALACIÓN)	UN	3434215
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3267	TEE HD EXTREMO LISO 12"X3" (SUMINISTRO E INSTALACIÓN)	UN	2306153
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3268	TEE HD EXTREMO LISO 12"X4" (SUMINISTRO E INSTALACIÓN)	UN	2938043
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3269	TEE HD EXTREMO LISO 12"X6" (SUMINISTRO E INSTALACIÓN)	UN	2472753
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3270	TEE HD EXTREMO LISO 12"X8" (SUMINISTRO E INSTALACIÓN)	UN	2942803
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3271	TEE HD EXTREMO LISO 12"X10" (SUMINISTRO E INSTALACIÓN)	UN	3954303
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3272	TEE HD EXTREMO LISO 12"X12" (SUMINISTRO E INSTALACIÓN)	UN	4363663
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3273	TEE HD EXTREMO LISO 24"X8" (SUMINISTRO E INSTALACIÓN)	UN	10847970
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3274	TEE HD EXTREMO LISO 24"X10" (SUMINISTRO E INSTALACIÓN)	UN	11228770
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3275	TEE HD EXTREMO LISO 24"X12" (SUMINISTRO E INSTALACIÓN)	UN	13097070
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3276	TEE HD EXTREMO LISO 24"X14" (SUMINISTRO E INSTALACIÓN)	UN	13727770
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3277	TEE HD EXTREMO LISO 24"X16" (SUMINISTRO E INSTALACIÓN)	UN	14691670
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3278	TEE HD EXTREMO LISO 24"X18" (SUMINISTRO E INSTALACIÓN)	UN	15108170
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3279	TEE HD EXTREMO LISO 24"X20" (SUMINISTRO E INSTALACIÓN)	UN	16060170
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3280	TEE HD EXTREMO LISO 24"X24" (SUMINISTRO E INSTALACIÓN)	UN	17066910
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3281	TEE HD EXTREMO LISO 4"X3" (SUMINISTRO E INSTALACIÓN)	UN	535589
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3282	TEE HD EXTREMO LISO 4"X4" (SUMINISTRO E INSTALACIÓN)	UN	591904
Antiguo	REDES ELECTRICAS	RED ELECTRICA CODENSA	3283	TUBERIA CONDUIT PVC D=1" (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	9728
Antiguo	REDES ELECTRICAS	RED ELECTRICA CODENSA	3284	TUBERIA CONDUIT PVC D=1 1/2" (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	15404
Antiguo	REDES ELECTRICAS	RED ELECTRICA CODENSA	3285	TUBERIA CONDUIT PVC D=1 1/4" (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	12922
Antiguo	REDES ELECTRICAS	RED ELECTRICA CODENSA	3286	TUBERIA CONDUIT PVC D=2" (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	21606
Antiguo	REDES ELECTRICAS	RED ELECTRICA CODENSA	3287	TUBERIA CONDUIT METALICO D=1 1/2" TIPO RMC (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	49798
Antiguo	REDES ELECTRICAS	RED ELECTRICA CODENSA	3288	TUBERIA CONDUIT METALICO D=1" TIPO RMC (INCLUYE SUMINISTRO E INSTALACIÓN)	ML	47031
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3291	CODO HD 90° EXTREMO LISO PARA PVC D=2" (SUMINISTRO E INSTALACIÓN)	UN	180553
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3292	CODO HD 90° EXTREMO LISO PARA PVC D=3" (SUMINISTRO E INSTALACIÓN)	UN	244858
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3293	CODO HD 90° EXTREMO LISO PARA PVC D=4" (SUMINISTRO E INSTALACIÓN)	UN	378509
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3294	CODO HD 90° EXTREMO LISO PARA PVC D=6" (SUMINISTRO E INSTALACIÓN)	UN	756154
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3295	CODO HD 90° EXTREMO LISO PARA PVC D=8" (SUMINISTRO E INSTALACIÓN)	UN	1375577
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3296	CODO HD 90° EXTREMO LISO PARA PVC D=10" (SUMINISTRO E INSTALACIÓN)	UN	2357995
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3297	CODO HD 90° EXTREMO LISO PARA PVC D=12" (SUMINISTRO E INSTALACIÓN)	UN	3029295
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3298	CODO HD 90° EXTREMO LISO PARA PVC D=14" (SUMINISTRO E INSTALACIÓN)	UN	6591529
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3299	CODO HD 90° EXTREMO LISO PARA PVC D=16" (SUMINISTRO E INSTALACIÓN)	UN	8229652
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3300	CODO HD 90° EXTREMO LISO PARA PVC D=18" (SUMINISTRO E INSTALACIÓN)	UN	9468102
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3301	CODO HD 90° EXTREMO LISO PARA PVC D=20" (SUMINISTRO E INSTALACIÓN)	UN	13251140
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3303	CODO HD 45° EXTREMO LISO PARA PVC D=2" (SUMINISTRO E INSTALACIÓN)	UN	204353
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3304	CODO HD 45° EXTREMO LISO PARA PVC D=3" (SUMINISTRO E INSTALACIÓN)	UN	242478
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3305	CODO HD 45° EXTREMO LISO PARA PVC D=4" (SUMINISTRO E INSTALACIÓN)	UN	366609
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3306	CODO HD 45° EXTREMO LISO PARA PVC D=6" (SUMINISTRO E INSTALACIÓN)	UN	644294
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3307	CODO HD 45° EXTREMO LISO PARA PVC D=8" (SUMINISTRO E INSTALACIÓN)	UN	1302987
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3308	CODO HD 45° EXTREMO LISO PARA PVC D=10" (SUMINISTRO E INSTALACIÓN)	UN	2188915
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	3309	CODO HD 45° EXTREMO LISO PARA PVC D=12" (SUMINISTRO E INSTALACIÓN)	UN	2787725
