ORIGEN	GRUPO	CODIGO	NOMBRE	UM	PRECIO
Demanda	MALLAS Y ACEROS PARA REFUERZO	7205	MALLA ELECTROSOLDADA S=150x150mm, Ø=7x7mm	KG	6069
Demanda	MALLAS Y ACEROS PARA REFUERZO	7206	MALLA ELECTROSOLDADA S=150x150mm, Ø=8x8mm	KG	6069
Demanda	MALLAS Y ACEROS PARA REFUERZO	7207	MALLA ELECTROSOLDADA S=150x150mm, Ø=4x4mm	KG	6069
Demanda	MALLAS Y ACEROS PARA REFUERZO	7208	MALLA ELECTROSOLDADA S=200x200mm, Ø=4x4mm	KG	6069
Demanda	PINTURAS	7216	PINTURA TERMOPLASTICA (Sum y Aplic. con Microesf.)	M2	171837
Demanda	MARCOS, TAPAS, REJILLAS, HERRAJES Y CAJILLAS	7219	MARCO Y TAPAS CAJA INSPECCION DOBLE CODENSA CS276	UN	942000
Demanda	MARCOS, TAPAS, REJILLAS, HERRAJES Y CAJILLAS	7224	AROBASE AROTAPA HF TIPO 1 EAAB NP-024	UN	382240
Demanda	BORDILLOS Y LOSETAS	7227	TOPELLANTAS (500x200x150mm)	UN	28917
Demanda	SUMIDEROS Y COMPONENTES	7228	MARCO REJILLA SUMIDERO LATERAL 100 X 65	UN	219983
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	7229	TIERRA NEGRA, incluye fertilizante y cascarilla de arroz	M3	89250
Demanda	TRANSPORTES DE MATERIALES Y ACARREOS	7231	DERECHOS DE BOTADERO	M3	7934
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	7236	LUBRICANTE U.M. (EMPAQUE 500 gr)	UN	33989
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	7244	UNION PVC U.M. EXT CORRUGADO/INT LISO D=4" (110MM). NORMA NTC 3722-3	UN	18972
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	7245	UNION PVC U.M. EXT CORRUGADO/INT LISO D=6" (160MM). NORMA NTC 3722-3	UN	45970
Demanda	SUELDOS Y JORNALES 	7246	TARIFA JORNAL - PERSONAL DE OBRA- TÉCNICO ELÉCTRICO (INCLUYE FACTOR DE PRESTACIONES)	JR	139262
Demanda	SUELDOS Y JORNALES 	7247	TARIFA HORA - PERSONAL DE OBRA- TÉCNICO ELÉCTRICO (INCLUYE FACTOR DE PRESTACIONES)	HR	19895
Demanda	SUELDOS Y JORNALES 	7248	TARIFA JORNAL - PERSONAL DE OBRA -  TECNICO PLOMERO (INCLUYE FACTOR DE PRESTACIONES)	JR	139262
Demanda	SUELDOS Y JORNALES 	7249	TARIFA HORA - PERSONAL DE OBRA -  TECNICO PLOMERO (INCLUYE FACTOR DE PRESTACIONES)	HR	19895
Demanda	MADERAS	7252	PLANCHON EN ORDINARIO 2.90 X 0.18 X 0.04	UN	35700
Demanda	MADERAS	7253	PLANCHON EN ORDINARIO 3.90 X 0.18 X 0.04	UN	63308
Demanda	MADERAS	7254	PLANCHON EN ORDINARIO 4.90 X 0.18 X 0.04	UN	120785
Demanda	MADERAS	7255	PLANCHON EN ORDINARIO 5.90 X 0.18 X 0.04	UN	140063
Demanda	MADERAS	7256	REPISA EN ORDINARIO 2.90 X 0.08 X 0.04	UN	14399
Demanda	MADERAS	7257	REPISA EN ORDINARIO 3.90 X 0.08 X 0.04	UN	34510
Demanda	MADERAS	7258	REPISA EN ORDINARIO 4.90 X 0.08 X 0.04	UN	59500
Demanda	MADERAS	7259	REPISA EN ORDINARIO 5.90 X 0.08 X 0.04	UN	69853
Demanda	MADERAS	7260	DURMIENTE EN ORDINARIO 2.90 X 0.04 X 0.04	UN	7973
Demanda	MADERAS	7261	DURMIENTE EN ORDINARIO 3.90 X 0.04 X 0.04	UN	15827
Demanda	MADERAS	7262	CERCO EN ORDINARIO 2.90 X 0.08 X 0.08	UN	37723
Demanda	MADERAS	7263	CERCO EN ORDINARIO 3.90 X 0.08 X 0.08	UN	63308
Demanda	MADERAS	7264	CERCO EN ORDINARIO 4.90 X 0.08 X 0.08	UN	119000
Demanda	MADERAS	7265	CERCO EN ORDINARIO 5.90 X 0.08 X 0.08	UN	140063
Demanda	MADERAS	7266	TABLA BURRA EN ORDINARIO 2.90 X 0.28 X 0.025	UN	31580
Demanda	MADERAS	7267	TABLA BURRA EN ORDINARIO 2.90 X 0.23 X 0.025	UN	26623
Demanda	MADERAS	7268	TABLA BURRA EN ORDINARIO 2.90 X 0.18 X 0.025	UN	21384
Demanda	MADERAS	7269	TABLA BURRA EN ORDINARIO 2.90 X 0.13 X 0.025	UN	16144
Demanda	MADERAS	7270	TABLA CHAPA EN ORDINARIO 2.90 X 0.28 X 0.02	UN	25349
Demanda	MADERAS	7271	TABLA CHAPA EN ORDINARIO 2.90 X 0.23 X 0.02	UN	21384
Demanda	MADERAS	7272	TABLA CHAPA EN ORDINARIO 2.90 X 0.18 X 0.02	UN	16994
Demanda	MADERAS	7273	TABLA CHAPA EN ORDINARIO 2.90 X 0.13 X 0.02	UN	12887
Demanda	MADERAS	7274	CAMILLA EN ORDINARIO 1.40 X 0.70	UN	44625
Demanda	MADERAS	7275	LISTON EN ORDINARIO 3.00 X 0.08 X 0.02	UN	17943
Demanda	MADERAS	7276	LIMATON 3.00 M	UN	25865
Demanda	MADERAS	7277	LIMATON 4.00 M	UN	28665
Demanda	MADERAS	7278	LIMATON 5.00 M	UN	35805
Demanda	MADERAS	7279	LIMATON 6.00 M	UN	42945
Demanda	MADERAS	7280	LIMATON 7.00 M	UN	86100
Demanda	MADERAS	7281	LIMATON 8.00 M	UN	91214
Demanda	MADERAS	7282	VARA DE CORREDOR 3.0 M	UN	8925
Demanda	MADERAS	7283	VARA DE CORREDOR 4.0 M	UN	14700
Demanda	MADERAS	7284	VARA DE CORREDOR 5.0 M	UN	18375
Demanda	MADERAS	7285	VARA DE CORREDOR 6.0 M	UN	22050
Demanda	MADERAS	7287	VARA DE CLAVO 3.00 M	UN	11025
Demanda	MADERAS	7288	VARA DE CLAVO 6.00 M	UN	22050
Demanda	LADRILLOS, BLOQUES Y ADOQUINES	7289	BLOQUE PARA CAMARA TELEFONICA EPM -TELECOM	UN	5657
Demanda	MARCOS, TAPAS, REJILLAS, HERRAJES Y CAJILLAS	7291	MARCO Y TAPA CIRCULAR TELECOM CT-014 (F)	UN	642600
Demanda	MARCOS, TAPAS, REJILLAS, HERRAJES Y CAJILLAS	7293	MARCO Y TAPA CAMARA F1 TELECOM CT-043 (F)	UN	574620
Demanda	MARCOS, TAPAS, REJILLAS, HERRAJES Y CAJILLAS	7295	MARCO Y TAPAS CAMARA DOBLE F1 TELECOM CT-044 (F)	UN	656880
Demanda	MARCOS, TAPAS, REJILLAS, HERRAJES Y CAJILLAS	7298	MARCO Y TAPA CAMARA F2 TELECOM CT-053 (F)	UN	293026
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	7300	DUCTO TELEFONICO LIVIANO PVC TIPO EB D=6"	ML	62035
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	7302	DUCTO PESADO PVC TIPO DB D=2"	ML	11010
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	7303	DUCTO PESADO PVC TIPO DB D=3"	ML	24411
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	7304	DUCTO PESADO PVC TIPO DB D=4"	ML	41175
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	7305	DUCTO PESADO PVC TIPO DB D=6"	ML	85883
Demanda	SEÑALES, BARRERAS Y DEMARCACIÓN VIAL	7306	CINTA DE DEMARCACION Cal. 3 (ROLLO 500mx0.10m)	UN	28862
Demanda	SOLDADURA,  PEGANTES Y LIMPIADORES	7307	SOLDADURA SOLVENTE PARA PVC (1/4 GLN)	UN	99900
Demanda	SUELDOS Y JORNALES 	7308	TARIFA MES - SMMLV	MES	1750905
Demanda	MALLAS Y ACEROS PARA REFUERZO	7309	ACERO FIGURADO Ø 1/4" A Ø 1" F'y=60000 PSI - Puesto en obra	KG	4701
Demanda	EQUIPO LIVIANO Y HERRAMIENTAS	7313	VIBRADOR DE EJE FLEXIBLE ELÉCTRICO - POTENCIA DE 2 A 3 HP	DIA	28560
Demanda	GEOSINTETICOS	7317	GEOTEXTIL NO TEJIDO CON RESISTENCIA A LA TENSION GRAB: ENTRE 600 N Y 700 N, Y RESISTENCIA AL RASGADO TRAPEZOIDAL: ENTRE 240 N Y 260 N	M2	8439
Demanda	SOLDADURA,  PEGANTES Y LIMPIADORES	7336	LIMPIADOR (1/4 GLN)	UN	52073
Demanda	SELLANTES-IMPERMEABILIZANTES Y ADITIVOS CONCRETOS	7337	IMPRIMANTE Y PUENTE DE ADHERENCIA	KG	176235
Demanda	SELLANTES-IMPERMEABILIZANTES Y ADITIVOS CONCRETOS	7338	CINTA FLEXIBLE PARA SELLO DE JUNTAS A=15cm	ML	57596
Demanda	MOBILIARIO URBANO Y DE PARQUES	7343	BARANDA METALICA M80 (instalado y pintado)	ML	399840
Demanda	MOBILIARIO URBANO Y DE PARQUES	7344	BARANDA METALICA M81 (instalado y pintado)	ML	474810
Demanda	MOBILIARIO URBANO Y DE PARQUES	7345	CANECA EN ACERO INOXIDABLE TIPO BARCELONA	UN	874650
Demanda	MOBILIARIO URBANO Y DE PARQUES	7346	CABINA TELEFONICA DE PARED M21	UN	7140000
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7351	UNION DRESSER HD D=3"	UN	204680
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7352	UNION DRESSER HD D=4"	UN	220150
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7353	UNION DRESSER HD D=6"	UN	417690
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7354	UNION DRESSER HD D=8"	UN	593810
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7355	UNION DRESSER HD D=10"	UN	903210
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7356	UNION DRESSER HD D=12"	UN	1176910
Demanda	SEÑALES, BARRERAS Y DEMARCACIÓN VIAL	7359	BARRERA RELLENABLE (1.45x0.45x0.55m) CON CINTA RET	UN	363056
Demanda	SEÑALES, BARRERAS Y DEMARCACIÓN VIAL	7360	BARRERA RELLENABLE (2.00x0.55x1.00m) CON CINTA RET	UN	494563
Demanda	LADRILLOS, BLOQUES Y ADOQUINES	7361	BLOQUE No. 4	UN	1400
Demanda	LADRILLOS, BLOQUES Y ADOQUINES	7362	BLOQUE No. 5	UN	1450
Demanda	POZOS Y COMPONENTES - ALCANTARILLADO	7363	TAPA PARA POZO D=0.70m	UN	283101
Demanda	SUMIDEROS Y COMPONENTES	7364	REJILLA SUMIDERO TRANSVERSAL 50 X 50	UN	443590
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	7366	UNION PVC U.M. EXT CORRUGADO/INT LISO D=8" (200MM). NORMA NTC 3722-3	UN	77164
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	7367	UNION PVC U.M. EXT CORRUGADO/INT LISO D=10" (250MM). NORMA NTC 3722-3	UN	219179
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	7368	UNION PVC U.M. EXT CORRUGADO/INT LISO D=12" (315MM). NORMA NTC 3722-3	UN	375019
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	7369	UNION PVC U.M. EXT CORRUGADO/INT LISO D=16" (400MM). NORMA NTC 3722-3	UN	571775
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	7370	UNION PVC U.M. EXT CORRUGADO/INT LISO D=18" (450MM). NORMA NTC 3722-3	UN	601434
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	7371	UNION PVC U.M. EXT CORRUGADO/INT LISO D=20" (500MM). NORMA NTC 3722-3	UN	675703
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7372	CODO HD E.L. 11.25° D=8"	UN	928200
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7373	CODO HD E.L. 22.5° D=3"	UN	208250
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7374	VALVULA HD COMPUERTA ELASTICA VNA E.L. D=4"	UN	1136450
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7375	VALVULA HD COMPUERTA ELASTICA VNA E.L. D=10"	UN	6290340
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7376	VALVULA HD COMPUERTA ELASTICA VNA E.L. D=12"	UN	7485100
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7377	CODO HD J.H. PARA PVC 11.25° D=2"	UN	130900
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7378	CODO HD J.H. PARA PVC 11.25° D=3"	UN	224910
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7379	CODO HD J.H. PARA PVC 11.25° D=4"	UN	302260
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7380	CODO HD J.H. PARA PVC 11.25° D=6"	UN	617610
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7381	CODO HD J.H. PARA PVC 11.25° D=8"	UN	919870
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	7382	REDUCCION PVC U.M. D= 4" x 2". NORMA NTC 382	UN	131889
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	7384	REDUCCION PVC U.M. D= 4" x 3". NORMA NTC 382	UN	139150
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	7387	TAPON PVC U.M. D=3". NORMA NTC 382	UN	78401
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	7388	TAPON PVC U.M. D=4". NORMA NTC 382	UN	99680
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	7389	TAPON PVC U.M. D=6". NORMA NTC 382	UN	228057
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7391	REDUCCION HD E.L. D=6" x 2"	UN	282030
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7392	REDUCCION HD E.L. D=6" x 3"	UN	484330
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7393	REDUCCION HD E.L. D=6" x 4"	UN	506940
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7396	REDUCCION HD E.L. D=8" x 4"	UN	704480
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7397	REDUCCION HD E.L. D=8" x 6"	UN	749700
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7398	REDUCCION HD E.L. D=10" x 3"	UN	1250690
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7399	REDUCCION HD E.L. D=10" x 4"	UN	1200710
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7400	REDUCCION HD E.L. D=10" x 6"	UN	1263780
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7401	REDUCCION HD E.L. D=10" x 8"	UN	1242360
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7403	REDUCCION HD E.L. D=12" x 4"	UN	1731450
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7404	REDUCCION HD E.L. D=12" x 6"	UN	1619590
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7405	REDUCCION HD E.L. D=12" x 8"	UN	1955170
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7406	REDUCCION HD E.L. D=12" x 10"	UN	2828630
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	7407	UNION REPARACION PVC U.M. D=2". NORMA NTC 382	UN	47186
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	7409	UNION REPARACION PVC U.M. D=3". NORMA NTC 382	UN	75158
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	7410	UNION REPARACION PVC U.M. D=4". NORMA NTC 382	UN	115474
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	7411	UNION REPARACION PVC U.M. D=10". NORMA NTC 382	UN	839761
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7412	UNION UNIVERSAL HD D=3" (85 a 103mm)	UN	209440
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7413	UNION UNIVERSAL HD D=4" (110 a 128mm)	UN	232050
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7414	UNION UNIVERSAL HD D=6" (167 a 189mm) R1-R2	UN	479570
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7416	UNION UNIVERSAL HD D=10" (292 a 310mm) R1-R2	UN	1155490
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7417	UNION UNIVERSAL HD D=12" (350 a 368mm) R1-R3	UN	1309000
Demanda	SUELDOS Y JORNALES 	7418	TARIFA MES - AUXILIO DE TRANSPORTE	MES	249095
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	7419	CONCRETO GRAVA COMÚN 4500 PSI 31.5 MPa (315 Kg/cm2)	M3	649826
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	7420	MORTERO 2500 PSI 17 MPa (175 Kg/cm2)	M3	749343
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	7421	MORTERO 3000 PSI 21 MPa (210 Kg/cm2)	M3	776713
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	7422	MORTERO 3500 PSI 24 MPa (245 Kg/cm2)	M3	866103
Demanda	MALLAS Y ACEROS PARA REFUERZO	7423	ARMADO CANASTAS PARA PILOTES	KG	706
Demanda	GEOSINTETICOS	7426	GEODREN (RED DRENANTE DE POLIETILENO DE ALTA DENSIDAD PEAD-HDPE Y GEOTEXTIL NO TEJIDO) CON ALTURA DE 1.0 M	ML	53812
Demanda	GEOSINTETICOS	7427	GEODREN (RED DRENANTE DE POLIETILENO DE ALTA DENSIDAD PEAD-HDPE Y GEOTEXTIL NO TEJIDO) CON ALTURA DE 2.0 M	ML	108874
Demanda	GEOSINTETICOS	7428	GEOCOMPUESTO PARA DRENAJE, CONFORMADO POR GEODREN (RED DRENANTE DE POLIETILENO DE ALTA DENSIDAD PEAD-HDPE Y GEOTEXTIL NO TEJIDO) CON ALTURA DE 0.5 M Y TUBERIA FLEXIBLE CORRUGADA DE DRENAJE CON DIAMETRO DE 100 MM	ML	58422
Demanda	GEOSINTETICOS	7429	GEOCOMPUESTO PARA DRENAJE, CONFORMADO POR GEODREN (RED DRENANTE DE POLIETILENO DE ALTA DENSIDAD PEAD-HDPE Y GEOTEXTIL NO TEJIDO) CON ALTURA DE 1.0 M Y TUBERIA FLEXIBLE CORRUGADA DE DRENAJE CON DIAMETRO DE 100 MM	ML	84301
Demanda	GEOSINTETICOS	7430	GEOCOMPUESTO PARA DRENAJE, CONFORMADO POR GEODREN (RED DRENANTE DE POLIETILENO DE ALTA DENSIDAD PEAD-HDPE Y GEOTEXTIL NO TEJIDO) CON ALTURA DE 2.0 M Y TUBERIA FLEXIBLE CORRUGADA DE DRENAJE CON DIAMETRO DE 100 MM	ML	138013
Demanda	MATERIALES DE FERRETERÍA Y OTROS	7434	DISCO DIAMANTADO ASFALTO-CONCRETO 14"/350mm, cortes aprox. 1.600 a 1.800 mts. de profundidad máxima hasta 100mm.	UN	582804
Demanda	EQUIPO LIVIANO Y HERRAMIENTAS	7436	MOTOBOMBA SUMERGIBLE Ø 2" O 3" - INCLUYE COMBUSTIBLE	DIA	68508
Demanda	EQUIPO LIVIANO Y HERRAMIENTAS	7437	CORTADORA DE LADRILLO (SIN DISCO) - PROFUNDIDAD DE CORTE DE 10 A 17cm - INCLUYE COMBUSTIBLE	DIA	58857
Demanda	EQUIPO PESADO	7438	RODILLO VIBROCOMPACTADOR TÁNDEM PEQUEÑO - MASA DE 2,5 A 3 TONELADAS - AMPLITUD DE COMPACTACIÓN DE 0.5 MM  - INCLUYE OPERARIO Y COMBUSTIBLE	DIA	491230
Demanda	EQUIPO LIVIANO Y HERRAMIENTAS	7439	MARTILLO DEMOLEDOR NEUMÁTICO - GOLPES POR MINUTO DE 1100 A 1680 - CONSUMO DE AIRE DE 57 A 85 CFM 	HR	5950
Demanda	SELLANTES-IMPERMEABILIZANTES Y ADITIVOS CONCRETOS	7442	FONDO DE JUNTA EN ESPUMA DE POLIETILENO DE BAJA DENSIDAD D= 16 mm	ML	1571
Demanda	SELLANTES-IMPERMEABILIZANTES Y ADITIVOS CONCRETOS	7443	FONDO DE JUNTA EN ESPUMA DE POLIETILENO DE BAJA DENSIDAD D= 22 mm	ML	3123
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	7444	TUBERIA PVC SANITARIA D=1 1/2"	ML	14757
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7445	UNION UNIVERSAL HD D=6" (159 a 181mm) R1	UN	364140
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7446	UNION UNIVERSAL HD D=8" (218 a 235mm) R1	UN	561680
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7448	UNION UNIVERSAL HD D=12" (315 a 333mm) R1	UN	1012690
Demanda	MALLAS Y ACEROS PARA REFUERZO	7451	ACERO FIGURADO No. 8 (Ø 1") F'y=60000 PSI	KG	4701
Demanda	MALLAS Y ACEROS PARA REFUERZO	7452	ACERO FIGURADO No. 10 (Ø 1 1/4") F'y=60000 PSI	KG	4939
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7453	UNION REPARACION HD E.L. D=4"	UN	182226
Demanda	ACCESORIOS HD PARA REDES DE ACUEDUCTO	7455	CODO HD E.L. 22.5° D=8"	UN	955570
Demanda	TUBERÍA Y ACCESORIOS CONDUIT GALVANIZADAS	7457	TUBERIA CONDUIT METALICA GALVANIZADA IMC D= 1"	ML	28821
Demanda	TUBERÍA Y ACCESORIOS CONDUIT GALVANIZADAS	7458	TUBERIA CONDUIT METALICA GALVANIZADA IMC D= 1 1/2"	ML	44783
Demanda	TUBERÍA Y ACCESORIOS CONDUIT GALVANIZADAS	7460	TUBERIA CONDUIT METALICA GALVANIZADA EMT D= 1 1/2"	ML	39417
Demanda	AGREGADOS PÉTREOS, BASES Y SUBBASES GRANULARES	7461	ARENA LAVADA DE PEÑA	M3	90566
Demanda	TRANSPORTES DE MATERIALES Y ACARREOS	7462	TRANSPORTE DE PETREOS	M3-KM	1800
Demanda	GEOSINTETICOS	7463	GEOTEXTIL NO TEJIDO CON RESISTENCIA A LA TENSION GRAB DE 400 N, Y RESISTENCIA AL RASGADO TRAPEZOIDAL DE 164 N	M2	5337
Demanda	GEOSINTETICOS	7465	GEOTEXTIL NO TEJIDO CON RESISTENCIA A LA TENSION GRAB: ENTRE 450 N Y 500 N, Y RESISTENCIA AL RASGADO TRAPEZOIDAL: ENTRE 190 N Y 222 N	M2	7572
Demanda	GEOSINTETICOS	7467	GEOTEXTIL TEJIDO CON RESISTENCIA A LA TENSION METODO TIRA ANCHA SENTIDO LONGITUDINAL DE 20 KN/M, Y RESISTENCIA A LA TENSION GRAB DE 790 N	M2	7204
Demanda	GEOSINTETICOS	7468	GEOTEXTIL TEJIDO CON RESISTENCIA A LA TENSION METODO TIRA ANCHA SENTIDO LONGITUDINAL: ENTRE 21 KN/M Y 29 KN/M, Y RESISTENCIA A LA TENSION GRAB: ENTRE 800 N Y 1000 N	M2	7426
Demanda	ENSAYO LABORATORIO - CEMENTOS HIDRÁULICOS	7471	METODO DE ENSAYO PARA DETERMINAR LA DENSIDAD DEL CEMENTO HIDRAULICO. Norma técnica: NTC-221-19 ASTM C188-17 (23)	UN	108000
Demanda	ENSAYO LABORATORIO - CEMENTOS HIDRÁULICOS	7472	METODO DE ENSAYO PARA DETERMINAR EL TIEMPO DE FRAGUADO DEL CEMENTO HIDRAULICO MEDIANTE EL APARATO DE VICAT. Norma técnica: NTC-118-20 ASTM C119-21.	UN	108000
Demanda	ENSAYO LABORATORIO - SUELOS	7482	EQUIVALENTE DE ARENA DE SUELOS Y AGREGADOS FINOS. Norma técnica: INVE-133-13 NTC-6179-16 ASTM D2419-22	UN	129710
Demanda	ENSAYO LABORATORIO - AGREGADOS PETREOS	7485	RESISTENCIA A LA DEGRADACION DE LOS AGREGADOS GRUESOS DE TAMAÑOS MAYORES DE 19 mm (¾") POR ABRASION E IMPACTO EN LA MAQUINA DE LOS ANGELES (CON TRITURACION DE AGREGADOS). Norma técnica: INVE-219-13 NTC 93-22	UN	168623
Demanda	ENSAYO LABORATORIO - AGREGADOS PETREOS	7487	VALOR DE AZUL DE METILENO EN AGREGADOS FINOS. Norma técnica: INVE-235-13 UNE-EN-933-9 (10)	UN	233000
Demanda	ENSAYO LABORATORIO - SUELOS	7488	DETERMINACION EN EL LABORATORIO DEL CONTENIDO DE AGUA (HUMEDAD) DE MUESTRAS DE SUELO, ROCA Y MEZCLAS DE SUELO-AGREGADO. Norma técnica: INVE-122-13 NTC-1495-13 ASTM D2216-19.	UN	14875
Demanda	ENSAYO LABORATORIO - SUELOS	7489	METODO DE PRUEBA ESTANDAR PARA LA DETERMINACION DE LA DENSIDAD (PESO UNITARIO) EN LABORATORIO DE ESPECIMENES DE SUELO. Norma técnica: ASTM D7263-21.	UN	39389
Demanda	ENSAYO LABORATORIO - SUELOS	7490	DETERMINACION DE LOS TAMAÑOS DE LAS PARTICULAS DE LOS SUELOS (GRANULOMETRIA POR TAMIZADO E HIDROMETRIA). Norma técnica: INVE-123-13 ASTM D422-63 (07)e2	UN	164220
Demanda	ENSAYO LABORATORIO - AGREGADOS PETREOS	7493	DETERMINACION DE LA CANTIDAD DE MATERIAL QUE PASA EL TAMIZ DE 75 μm (N° 200) EN LOS AGREGADOS PETREOS MEDIANTE LAVADO. Norma técnica: INVE-214-19 NTC-78-19 ASTM C117-23 ASTM D1140-17	UN	53193
Demanda	ENSAYO LABORATORIO - SUELOS	7494	DETERMINACION DE LA GRAVEDAD ESPECÍFICA DE LAS PARTICULAS SOLIDAS DE LOS SUELOS Y DEL LLENANTE MINERAL, EMPLEANDO UN PICNOMETRO CON AGUA. Norma técnica: INVE-128-13 ASTM D854-23	UN	78778
Demanda	ENSAYO LABORATORIO - SUELOS	7496	DETERMINACION DE LOS FACTORES DE CONTRACCION DE LOS SUELOS. Norma técnica: INVE-127-13 NTC-1503-01 ASTM D427-04	UN	96390
Demanda	ENSAYO LABORATORIO - SUELOS	7497	DETERMINACION DEL CONTENIDO ORGANICO DE UN SUELO MEDIANTE EL ENSAYO DE PERDIDA POR IGNICION. Norma técnica: INVE-121-13 AASHTO T-267-22	UN	93653
Demanda	ENSAYO LABORATORIO - SUELOS	7501	CONSOLIDACION UNIDIMENSIONAL DE SUELOS (METODO B - RAPIDA). Norma técnica: INVE-151-13 NTC-1967-00 ASTM D2435/D2435M-11 (20).	UN	399840
Demanda	ENSAYO LABORATORIO - SUELOS	7502	CONSOLIDACION UNIDIMENSIONAL DE SUELOS (METODO A - LENTA). Norma técnica: INVE-151-13 NTC-1967-00 ASTM D2435/D2435M-11 (20).	UN	737800
Demanda	ENSAYO LABORATORIO - SUELOS	7503	CONSOLIDACION UNIDIMENSIONAL DE SUELOS (DOBLE CICLO DE CARGA Y DESCARGA). Norma técnica: INVE-151-13 NTC-1967-00 ASTM D2435/D2435M-11 (20).	UN	868700
