ORIGEN	GRUPO	CODIGO	NOMBRE	UM	PRECIO
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	322	CONCRETO GRAVA COMÚN 2000 PSI 14 MPa (140 Kg/m2)	M3	564303
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	323	CONCRETO GRAVA COMÚN 2500 PSI 17 MPa (175 Kg/cm2)	M3	599299
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	324	CONCRETO GRAVA COMÚN 3000 PSI  21 MPa (210 Kg/cm2)	M3	603117
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	325	CONCRETO GRAVA COMÚN 3500 PSI 24 MPa (245 Kg/cm2)	M3	619564
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	326	CONCRETO GRAVA COMÚN 4000 PSI 28 MPa (280 Kg/cm2)	M3	637080
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	328	CONCRETO GRAVA COMÚN 5000 PSI 34 MPa (350 Kg/cm2)	M3	663148
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	333	CONCRETO GRAVA FINA 3000 PSI 21 MPa (210 Kg/cm2)	M3	616932
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	366	MORTERO 2000 PSI 14 MPa (140 Kg/cm2)	M3	724353
Demanda	EQUIPO PESADO	1505	COMPACTADOR DE LLANTAS - MASA SIN LASTRES DE 9 A 11 TONELADAS - INCLUYE OPERARIO Y COMBUSTIBLE	HR	196044
Demanda	ARBOLES-GRAMAS-VEGETACIÓN Y PLANTACIÓN PAISAJÍSTIC	1512	GRAMA	M2	19722
Demanda	FORMALETAS, ANDAMIOS Y ACCESORIOS	1515	FORMALETA METÁLICA SARDINEL	ML/DI	1131
Demanda	MALLAS Y ACEROS PARA REFUERZO	1794	ALAMBRE RECOCIDO No.18	KG	5711
Demanda	LADRILLOS, BLOQUES Y ADOQUINES	2273	LADRILLO TOLETE RECOCIDO 24x12x6	UN	1050
Demanda	AGREGADOS PÉTREOS, BASES Y SUBBASES GRANULARES	2307	ARENA DE PEÑA	M3	82110
Demanda	AGREGADOS PÉTREOS, BASES Y SUBBASES GRANULARES	2308	ARENA DE RIO	M3	133130
Demanda	MARCOS, TAPAS, REJILLAS, HERRAJES Y CAJILLAS	2551	MARCO Y TAPA PARA CAJA DE INSPECCIÓN 0.5x0.5m	UN	224910
Demanda	LADRILLOS, BLOQUES Y ADOQUINES	2798	LADRILLO TOLETE COMUN	UN	850
Demanda	AGREGADOS PÉTREOS, BASES Y SUBBASES GRANULARES	2910	RECEBO COMUN	M3	11900
Demanda	FORMALETAS, ANDAMIOS Y ACCESORIOS	3386	FORMALETA MADERA (CAMILLA  0.73x1.4m, CRUCETA, CERCHA, PARAL CORTO)	M2/MES	12964
Demanda	FORMALETAS, ANDAMIOS Y ACCESORIOS	3995	FORMALETA MADERA PARA TAPAS-CAJAS Y CAMARAS	M2	30615
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	4513	DUCTO TELEFONICO LIVIANO PVC TIPO EB D=3"	ML	16925
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	4514	DUCTO TELEFONICO LIVIANO PVC TIPO EB D=4"	ML	29139
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	4520	DUCTO PVC TIPO TDP D=3"	ML	24074
Demanda	DUCTOS PVC - ELECTRICOS/TELEFONICOS TIPO TDP-DB-EB	4521	DUCTO PVC TIPO TDP D=4"	ML	28524
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	4594	CODO G.RAD. PVC U.M. 90° D=2" RDE 21. NORMA NTC 382	UN	88599
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	4596	CODO G.RAD. PVC U.M. 90° D=4" RDE 21. NORMA NTC 382	UN	176735
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	4598	CODO G.RAD. PVC U.M. 90° D=8" RDE 21. NORMA NTC 382	UN	1323832
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	4600	CODO G.RAD. PVC U.M. 90° D=12" RDE 21. NORMA NTC 382	UN	3907698
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	4608	UNION PVC U.M. D=2". NORMA NTC 382	UN	42792
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	4609	UNION PVC U.M. D=3". NORMA NTC 382	UN	70485
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	4610	UNION PVC U.M. D=4". NORMA NTC 382	UN	102656
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	4611	UNION PVC U.M. D=6". NORMA NTC 382	UN	239697
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	4612	UNION PVC U.M. D=8". NORMA NTC 382	UN	440388
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	4613	UNION PVC U.M. D=10". NORMA NTC 382	UN	786838
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	4614	UNION PVC U.M. D=12". NORMA NTC 382	UN	1219423
Demanda	MATERIALES BÁSICOS	4675	CEMENTO GRIS TIPO III (Bulto x 50 Kg)	UN	32600
Demanda	TUBERÍA Y ACCESORIOS CONDUIT GALVANIZADAS	4694	TUBERIA CONDUIT METALICA RMC D= 1"	ML	40737
Demanda	TUBERÍA Y ACCESORIOS CONDUIT GALVANIZADAS	4697	TUBERIA CONDUIT METALICA RMC D= 1 1/2"	ML	43372
Demanda	MALLAS Y ACEROS PARA REFUERZO	5038	ACERO FIGURADO No. 3 (Ø 3/8") F'y=60000 PSI	KG	4657
Demanda	MALLAS Y ACEROS PARA REFUERZO	5041	ACERO FIGURADO No. 5 (Ø 5/8") F'y=60000 PSI	KG	4665
Demanda	MALLAS Y ACEROS PARA REFUERZO	5042	ACERO FIGURADO No. 6 (Ø 3/4") F'y=60000 PSI	KG	4665
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	5056	MORTERO 1500 PSI 10,5 MPa (105 Kg/cm2)	M3	691033
Demanda	COMBUSTIBLES Y LUBRICANTES	5115	A.C.P.M.	GLN	11276
Demanda	LADRILLOS, BLOQUES Y ADOQUINES	5481	BLOQUE PARA CAMARA TELEFONICA ETB	UN	9735
Demanda	EQUIPO LIVIANO Y HERRAMIENTAS	5661	VIBROCOMPACTADORA TIPO RANA - VIBRACIONES POR MINUTO DE 5320 A 5880 - INCLUYE COMBUSTIBLE	DIA	61982
Demanda	EQUIPO PESADO	5890	GRUA EXTENSION PARA POSTES DE BRAZO ARTICULADO. INCLUYE OPERARIO Y COMBUSTIBLE	HR	81813
Demanda	AGREGADOS PÉTREOS, BASES Y SUBBASES GRANULARES	5915	GRAVILLA 1/2"	M3	99960
Demanda	EQUIPO PESADO	6013	MOTONIVELADORA - MASA DE 16 A 18 TONELADAS - POTENCIA DE 93 A 122 KW - INCLUYE OPERARIO Y COMBUSTIBLE	HR	327250
Demanda	EQUIPO PESADO	6026	RETROEXCAVADORA - MASA DE 7 A 9 TONELADAS - POTENCIA DE 74 A 99 HP - INCLUYE OPERARIO Y COMBUSTIBLE.	HR	168662
Demanda	EQUIPO PESADO	6062	VIBROCOMPACTADOR DE CILINDRO LISO - MASA DE 10 A 13 TONELADAS - AMPLITUD DE COMPACTACIÓN  MÁXIMA 2mm - INCLUYE OPERARIO Y COMBUSTIBLE	HR	207611
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	6072	CONCRETO MR41	M3	762557
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	6073	CONCRETO MR43	M3	777131
Demanda	SUELDOS Y JORNALES 	6087	TARIFA JORNAL - PERSONAL DE OBRA - AYUDANTE (INCLUYE FACTOR DE PRESTACIONES)	JR	97414
Demanda	SUELDOS Y JORNALES 	6088	TARIFA JORNAL - PERSONAL DE OBRA - OFICIAL (INCLUYE FACTOR DE PRESTACIONES)	JR	121212
Demanda	EQUIPO LIVIANO Y HERRAMIENTAS	6092	HERRAMIENTA MENOR	GLB	2000
Demanda	MATERIALES BÁSICOS	6098	AGUA	LT	28
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	6107	MORTERO 4000 PSI 28 MPa (280 Kg/cm2)	M3	902020
Demanda	BORDILLOS Y LOSETAS	6109	SARDINEL PREFABRICADO A10 (800x200x500mm)	UN	53256
Demanda	BORDILLOS Y LOSETAS	6115	LOSETA PREFABRICADA A60 (400x200x60mm)	M2	111250
Demanda	BORDILLOS Y LOSETAS	6116	BORDILLO PREFABRICADO A80 (800x200x350mm)	UN	46992
Demanda	BORDILLOS Y LOSETAS	6117	PIEZA REMATE A105 - RAMPA A (800x400x275mm)	UN	83638
Demanda	BORDILLOS Y LOSETAS	6118	SARDINEL ESPECIAL A100 - RAMPA A (600x200x500mm)	UN	49109
Demanda	BORDILLOS Y LOSETAS	6122	BORDE SEPARADOR VERDE A170 (800x300x820mm)	UN	380800
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	6126	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO D=4". NORMA NTC 3722-3	ML	27659
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	6127	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO D=6". NORMA NTC 3722-3	ML	52567
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	6128	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO D=8". NORMA NTC 3722-3	ML	75144
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	6129	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO D=10". NORMA NTC 3722-3	ML	109752
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	6130	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO D=12". NORMA NTC 3722-3	ML	157926
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	6131	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO D=16". NORMA NTC 3722-3	ML	289477
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	6132	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO D=18". NORMA NTC 3722-3	ML	397651
Demanda	TUBERÍA Y ACCESORIOS DE PVC PARA ALCANTARILLADO	6133	TUBERIA PVC U.M. EXT CORRUGADO/INT LISO D=20". NORMA NTC 3722-3	ML	487403
Demanda	EQUIPO LIVIANO Y HERRAMIENTAS	6140	COMPRESOR REMOLCABLE PARA MARTILLOS NEUMATICOS - CAUDAL DE AIRE DE 185 CFM - INCLUYE COMBUSTIBLE	HR	60640
Demanda	PINTURAS	6143	MICROESFERAS REFLECTIVAS	KG	17441
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6147	TUBERIA CONCRETO CL.1 D=6" (15cm)	ML	50397
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6148	TUBERIA CONCRETO CL.1 D=8" (20cm)	ML	84329
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6149	TUBERIA CONCRETO CL.1 D=10" (25cm)	ML	103454
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6150	TUBERIA CONCRETO CL.1 D=12" (30cm)	ML	122921
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6151	TUBERIA CONCRETO CL.1 D=14" (35cm)	ML	154688
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6152	TUBERIA CONCRETO CL.1 D=16" (40cm)	ML	203714
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6153	TUBERIA CONCRETO CL.1 D=18" (45cm)	ML	264383
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6154	TUBERIA CONCRETO CL.1 D=20" (50cm)	ML	342278
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6155	TUBERIA CONCRETO CL.1 D=24" (60cm)	ML	504325
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6156	TUBERIA CONCRETO CL.2 D=6" (15cm)	ML	61154
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6157	TUBERIA CONCRETO CL.2 D=8" (20cm)	ML	103654
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6158	TUBERIA CONCRETO CL.2 D=10" (25cm)	ML	132681
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6159	TUBERIA CONCRETO CL.2 D=12" (30cm)	ML	169311
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6160	TUBERIA CONCRETO CL.2 D=14" (35cm)	ML	224688
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6161	TUBERIA CONCRETO CL.2 D=16" (40cm)	ML	292178
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6162	TUBERIA CONCRETO CL.2 D=18" (45cm)	ML	393530
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6163	TUBERIA CONCRETO CL.2 D=20" (50cm)	ML	471267
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6164	TUBERIA CONCRETO CL.2 D=24"(60cm)	ML	677770
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6165	TUBERIA CONCRETO REF. CL.I D=24" (60cm)	ML	738945
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6166	TUBERIA CONCRETO REF. CL.I D=27" (70cm)	ML	902144
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6167	TUBERIA CONCRETO REF. CL.I D=32" (80cm)	ML	1126691
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6168	TUBERIA CONCRETO REF. CL.I D=36" (90cm)	ML	1417338
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6169	TUBERIA CONCRETO REF. CL.I D=40" (100cm)	ML	1772836
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6170	TUBERIA CONCRETO REF. CL.I D=44" (110cm)	ML	1994913
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6171	TUBERIA CONCRETO REF. CL.I D=48" (120cm)	ML	2327567
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6172	TUBERIA CONCRETO REF. CL.I D=52" (130cm)	ML	2577285
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6173	TUBERIA CONCRETO REF. CL.I D=56" (140cm)	ML	2893384
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6174	TUBERIA CONCRETO REF. CL.I D=60" (150cm)	ML	3213691
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6175	TUBERIA CONCRETO REF. CL.I D=64" (160cm)	ML	3636087
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6176	TUBERIA CONCRETO REF. CL.I D=68" (170cm)	ML	4109880
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6177	TUBERIA CONCRETO REF. CL.I D=72" (180cm)	ML	4636694
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6178	TUBERIA CONCRETO REF. CL.I D=80" (200cm)	ML	5828518
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6179	TUBERIA CONCRETO REF. CL.I D=86" (215cm)	ML	6577314
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6180	TUBERIA CONCRETO REF. CL.I D=92" (230cm)	ML	7402208
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6181	TUBERIA CONCRETO REF. CL.II D=24" (60cm)	ML	738945
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6182	TUBERIA CONCRETO REF. CL.II D=27" (70cm)	ML	928371
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6183	TUBERIA CONCRETO REF. CL.II D=32" (80cm)	ML	1159154
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6184	TUBERIA CONCRETO REF. CL.II D=36" (90cm)	ML	1453800
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6185	TUBERIA CONCRETO REF. CL.II D=40" (100cm)	ML	1819293
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6188	TUBERIA CONCRETO REF. CL.II D=44" (110cm)	ML	2037467
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6189	TUBERIA CONCRETO REF. CL.II D=48" (120cm)	ML	2388257
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6190	TUBERIA CONCRETO REF. CL.II D=52" (130cm)	ML	2650066
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6191	TUBERIA CONCRETO REF. CL.II D=56" (140cm)	ML	2935986
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6192	TUBERIA CONCRETO REF. CL.II D=60" (150cm)	ML	3280521
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6193	TUBERIA CONCRETO REF. CL.II D=64" (160cm)	ML	3729050
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6194	TUBERIA CONCRETO REF. CL.II D=68" (170cm)	ML	4214980
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6195	TUBERIA CONCRETO REF. CL.II D=72" (180cm)	ML	4658828
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6196	TUBERIA CONCRETO REF. CL.II D=80" (200cm)	ML	5856793
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6197	TUBERIA CONCRETO REF. CL.II D=86" (215cm)	ML	6686556
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6198	TUBERIA CONCRETO REF. CL.II D=92" (230cm)	ML	7523684
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6199	TUBERIA CONCRETO REF. CL.III D=24" (60cm)	ML	738945
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6200	TUBERIA CONCRETO REF. CL.III D=27" (70cm)	ML	983206
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6201	TUBERIA CONCRETO REF. CL.III D=32" (80cm)	ML	1225890
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6202	TUBERIA CONCRETO REF. CL.III D=36" (90cm)	ML	1536767
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6203	TUBERIA CONCRETO REF. CL.III D=40" (100cm)	ML	1926441
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6204	TUBERIA CONCRETO REF. CL.III D=44" (110cm)	ML	2154516
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6205	TUBERIA CONCRETO REF. CL.III D=48" (120cm)	ML	2527963
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6206	TUBERIA CONCRETO REF. CL.III D=52" (130cm)	ML	2803909
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6207	TUBERIA CONCRETO REF. CL.III D=56" (140cm)	ML	3101872
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6208	TUBERIA CONCRETO REF. CL.III D=60" (150cm)	ML	3699258
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6209	TUBERIA CONCRETO REF. CL.III D=64" (160cm)	ML	3896935
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6210	TUBERIA CONCRETO REF. CL.III D=68" (170cm)	ML	4407189
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6211	TUBERIA CONCRETO REF. CL.III D=72" (180cm)	ML	5146442
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6212	TUBERIA CONCRETO REF. CL.III D=80" (200cm)	ML	6113690
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6213	TUBERIA CONCRETO REF. CL.III D=86" (215cm)	ML	6862534
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6214	TUBERIA CONCRETO REF. CL.III D=92" (230cm)	ML	7655107
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6215	TUBERIA CONCRETO REF. CL.IV D=24" (60cm)	ML	838048
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6216	TUBERIA CONCRETO REF. CL.IV D=27" (70cm)	ML	1118533
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6217	TUBERIA CONCRETO REF. CL.IV D=32" (80cm)	ML	1401724
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6218	TUBERIA CONCRETO REF. CL.IV D=36" (90cm)	ML	1757012
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6219	TUBERIA CONCRETO REF. CL.IV D=40" (100cm)	ML	2199617
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6220	TUBERIA CONCRETO REF. CL.IV D=44" (110cm)	ML	2462107
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6221	TUBERIA CONCRETO REF. CL.IV D=48" (120cm)	ML	2888247
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6222	TUBERIA CONCRETO REF. CL.IV D=52" (130cm)	ML	3228644
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6223	TUBERIA CONCRETO REF. CL.IV D=56" (140cm)	ML	3421411
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6224	TUBERIA CONCRETO REF. CL.IV D=60" (150cm)	ML	3919646
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6225	TUBERIA CONCRETO REF. CL.IV D=64" (160cm)	ML	4457282
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6226	TUBERIA CONCRETO REF. CL.IV D=68" (170cm)	ML	5044410
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6227	TUBERIA CONCRETO REF. CL.IV D=72" (180cm)	ML	5640197
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6228	TUBERIA CONCRETO REF. CL.IV D=80" (200cm)	ML	6991767
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6229	TUBERIA CONCRETO REF. CL.IV D=86" (215cm)	ML	8383687
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6230	TUBERIA CONCRETO REF. CL.IV D=92" (230cm)	ML	9160076
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6236	YEE CONCRETO 8" x 6" x 0.60m	UN	141233
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6237	YEE CONCRETO 10" x 6" x 1.25m	UN	248638
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6238	YEE CONCRETO 12" x 6" x 1.25m	UN	319056
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6239	YEE CONCRETO 14" x 6" x 1.25m	UN	380479
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6240	YEE CONCRETO 16" x 6" x 1.25m	UN	486203
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6241	YEE CONCRETO 18" x 6" x 1.25m	UN	572448
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6242	YEE CONCRETO 20" x 6" x 1.25m	UN	690278
Demanda	TUBERÍA Y ACCESORIOS DE CONCRETO	6243	YEE CONCRETO 24" x 6" x 1.25m	UN	1026295
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6257	TUBERIA PVC U.M. D=2" RDE 21. NORMA NTC 382	ML	19650
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6258	TUBERIA PVC U.M. D=2 1/2" RDE 21. NORMA NTC 382	ML	29250
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6259	TUBERIA PVC U.M. D=3" RDE 21. NORMA NTC 382	ML	51431
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6260	TUBERIA PVC U.M. D=4" RDE 21. NORMA NTC 382	ML	64984
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6261	TUBERIA PVC U.M. D=6" RDE 21. NORMA NTC 382	ML	133504
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6262	TUBERIA PVC U.M. D=8" RDE 21. NORMA NTC 382	ML	226138
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6263	TUBERIA PVC U.M. D=10" RDE 21. NORMA NTC 382	ML	355986
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6264	TUBERIA PVC U.M. D=12" RDE 21. NORMA NTC 382	ML	498094
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6265	TUBERIA PVC U.M. D=2" RDE 26. NORMA NTC 382	ML	16305
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6266	TUBERIA PVC U.M. D=3" RDE 26. NORMA NTC 382	ML	42650
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6267	TUBERIA PVC U.M. D=2 1/2" RDE 26. NORMA NTC 382	ML	24300
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6268	TUBERIA PVC U.M. D=4" RDE 26. NORMA NTC 382	ML	54714
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6269	TUBERIA PVC U.M. D=6" RDE 26. NORMA NTC 382	ML	109342
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6270	TUBERIA PVC U.M. D=8" RDE 26. NORMA NTC 382	ML	186019
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6271	TUBERIA PVC U.M. D=10" RDE 26. NORMA NTC 382	ML	289540
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6272	TUBERIA PVC U.M. D=12" RDE 26. NORMA NTC 382	ML	426706
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6273	TUBERIA PVC U.M. D=3" RDE 32.5. NORMA NTC 382	ML	34368
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6274	TUBERIA PVC U.M. D=4" RDE 32.5. NORMA NTC 382	ML	43680
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6275	TUBERIA PVC U.M. D=6" RDE 32.5. NORMA NTC 382	ML	89215
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6276	TUBERIA PVC U.M. D=8" RDE 32.5. NORMA NTC 382	ML	151802
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6277	TUBERIA PVC U.M. D=10" RDE 32.5. NORMA NTC 382	ML	237290
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6278	TUBERIA PVC U.M. D=12" RDE 32.5. NORMA NTC 382	ML	349472
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6279	TUBERIA PVC U.M. D=4" RDE 41. NORMA NTC 382	ML	33921
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6280	TUBERIA PVC U.M. D=6" RDE 41. NORMA NTC 382	ML	71911
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6281	TUBERIA PVC U.M. D=8" RDE 41. NORMA NTC 382	ML	121461
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6282	TUBERIA PVC U.M. D=10" RDE 41. NORMA NTC 382	ML	189934
Demanda	TUBERIAS Y ACCESORIOS DE PVC - ACUEDUCTO	6283	TUBERIA PVC U.M. D=12" RDE 41. NORMA NTC 382	ML	264191
Demanda	CONCRETOS Y MORTEROS PREMEZCLADOS	6285	CONCRETO GRAVA COMÚN 1500 PSI 10.5 MPa (105 Kg/cm2)	M3	547199
